age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target,cluster
22,2,1,2,0,2813,0,0,0,14,11,503,2,0,0,3,1,102
13,4,2,2,0,1749,0,0,0,4,1,369,1,0,0,3,0,0
18,9,2,1,0,1922,1,0,0,10,8,616,0,0,0,3,0,3
13,1,1,1,0,2112,1,0,2,20,8,190,0,0,0,3,0,3
6,8,2,2,0,1083,1,0,0,11,8,155,4,0,0,3,0,0
24,7,1,2,0,894,1,0,1,18,9,140,3,130,5,0,0,101
27,9,1,1,0,978,1,0,0,19,0,70,0,274,2,0,0,101
22,7,1,1,0,595,1,0,2,3,6,124,0,0,0,3,0,3
16,4,2,2,0,694,0,0,0,24,7,276,7,0,0,3,1,102
21,1,2,1,0,1111,1,0,0,11,8,55,1,295,8,1,0,101
31,9,1,1,0,53,1,1,2,26,8,195,0,0,0,3,0,100
12,4,2,2,0,1671,0,0,0,27,8,359,1,0,0,3,0,0
20,9,1,1,0,863,1,0,2,28,8,124,1,0,0,3,0,3
14,1,2,1,0,1161,0,1,0,12,8,585,0,0,0,3,0,100
13,1,1,1,0,524,1,0,2,18,8,263,0,0,0,3,0,3
19,1,2,1,0,573,1,0,0,16,0,414,0,291,5,0,0,101
18,4,2,2,0,1059,0,0,2,11,0,478,0,0,0,3,1,102
27,4,1,1,0,483,1,1,0,27,4,618,0,0,0,3,0,100
25,1,2,0,0,1028,1,0,2,6,8,96,0,0,0,3,0,3
33,9,1,1,0,662,1,0,0,19,1,152,1,0,0,3,0,0
14,1,1,1,0,982,1,1,2,29,8,41,4,0,0,3,0,100
5,6,2,2,0,1255,0,0,0,15,11,391,0,144,3,2,1,102
35,4,1,0,0,1449,0,0,0,3,3,198,2,0,0,3,0,0
33,4,1,2,0,3657,1,0,1,22,5,69,2,0,0,3,0,100
15,4,1,2,0,2267,0,0,0,17,3,238,0,332,9,0,0,101
9,7,1,1,0,684,1,0,1,7,5,210,1,0,0,3,0,3
32,9,1,1,0,695,1,1,2,19,6,85,1,0,0,3,0,100
17,4,1,2,0,754,1,1,0,10,5,161,1,0,0,3,0,100
13,1,1,1,0,595,1,0,0,4,8,335,2,0,0,3,0,3
23,4,1,0,0,1211,1,0,0,6,8,67,0,287,7,0,0,101
24,1,1,1,0,732,1,0,0,16,0,40,2,0,0,3,0,0
24,2,1,1,0,483,1,0,0,19,9,71,3,0,0,3,0,3
10,4,2,2,0,1658,1,1,0,7,5,317,3,0,0,3,0,100
24,1,0,0,0,783,1,0,0,16,5,960,1,0,0,3,1,102
17,0,1,2,0,1170,0,0,0,18,0,129,1,146,1,0,0,101
37,5,0,2,0,483,0,0,0,17,8,611,0,321,1,2,1,102
30,4,0,2,0,3126,1,0,2,16,6,62,0,0,0,3,0,3
26,1,1,0,0,1575,1,0,0,11,8,21,0,0,0,3,0,3
26,5,1,1,0,2497,0,0,2,11,6,580,0,0,0,3,0,3
35,4,1,1,0,483,1,1,0,21,5,57,0,0,0,3,0,100
18,9,2,1,0,747,1,1,0,1,3,86,0,228,1,0,0,101
9,4,1,2,0,627,0,0,0,28,4,101,0,0,0,3,0,0
11,7,0,1,0,567,1,0,0,12,0,930,1,0,0,3,1,102
39,4,1,2,0,728,1,0,0,22,5,320,1,0,0,3,0,0
16,4,2,2,0,2211,0,0,0,7,1,369,5,0,0,3,0,0
22,7,1,1,0,1686,0,1,2,11,6,136,0,0,0,3,0,100
35,0,1,1,0,739,0,0,0,4,1,220,0,0,0,3,0,0
25,4,2,2,0,1491,0,0,2,8,6,831,0,0,0,3,1,102
25,4,1,2,0,3589,0,0,0,18,9,213,0,58,4,0,0,101
17,1,1,1,0,3307,1,1,0,29,4,142,0,221,2,0,0,101
10,7,2,1,0,822,1,0,0,23,5,775,1,0,0,3,1,102
5,8,2,1,0,716,1,0,0,17,8,31,4,305,7,1,0,101
22,1,0,1,0,483,1,0,0,14,8,19,1,0,0,3,0,3
20,9,1,1,0,1115,0,0,2,4,6,29,4,0,0,3,0,3
25,4,0,2,0,978,0,0,0,12,8,64,0,314,21,0,0,101
10,4,2,2,0,1414,0,0,0,24,8,840,1,0,0,3,1,102
13,4,2,2,0,2988,1,0,0,28,0,151,3,122,1,0,0,101
36,4,0,1,0,781,0,1,0,22,5,145,3,0,0,3,0,100
35,0,1,1,0,2592,0,0,2,18,6,601,0,0,0,3,0,3
9,4,2,2,0,1675,0,0,0,29,4,265,3,0,0,3,0,0
54,4,1,1,0,3288,0,0,0,2,11,528,0,0,0,3,0,102
37,9,0,1,0,1389,0,1,1,27,11,78,2,0,0,3,0,100
30,4,1,2,0,1098,0,0,2,12,8,147,0,0,0,3,0,3
25,9,1,1,0,229,1,1,0,7,8,103,0,0,0,3,0,100
11,0,2,1,0,239,1,1,2,3,6,213,0,0,0,3,0,100
30,4,1,2,1,483,0,1,2,17,6,101,0,0,0,3,0,103
42,0,1,0,0,161,0,1,0,15,5,225,0,0,0,3,0,100
14,7,0,1,0,450,1,0,0,14,8,145,1,0,0,3,0,3
32,0,0,1,0,1718,1,0,2,15,8,93,2,0,0,3,0,3
18,9,2,1,0,1114,1,0,0,5,8,279,1,205,2,0,0,101
31,2,1,1,1,334,0,1,2,11,6,82,0,0,0,3,0,103
25,9,1,1,0,62,0,0,0,6,5,188,3,0,0,3,0,0
32,1,1,1,0,860,1,0,0,27,4,153,0,0,0,3,0,0
24,1,1,0,0,643,1,0,2,19,6,363,2,0,0,3,0,3
34,11,1,0,0,3210,0,0,0,10,1,124,3,0,0,3,0,0
10,4,1,2,0,877,0,0,2,20,8,176,0,0,0,3,0,3
16,1,2,1,0,668,0,0,0,1,3,340,0,0,0,3,0,0
38,1,1,0,0,483,1,0,0,16,5,80,0,0,0,3,0,0
16,9,1,2,0,506,0,0,0,21,1,287,5,0,0,3,0,0
24,1,0,1,0,1666,1,1,0,9,5,270,0,0,0,3,0,100
33,9,1,1,0,677,1,0,0,16,9,76,0,0,0,3,0,3
27,1,1,0,0,2127,1,0,0,14,8,61,3,0,0,3,0,3
16,2,2,2,0,2550,1,0,0,20,9,163,1,0,0,3,0,3
47,4,1,3,0,2333,0,0,0,7,9,352,2,149,13,2,0,101
40,5,1,3,0,3478,0,0,0,20,5,823,3,0,0,3,1,102
12,4,2,2,0,2423,0,0,0,8,0,150,1,0,0,3,1,102
38,0,0,1,0,2884,0,0,0,27,4,77,0,0,0,3,0,0
24,6,1,2,0,1229,0,0,2,16,6,29,0,0,0,3,0,3
18,9,0,2,0,2017,1,0,2,2,6,257,0,0,0,3,0,3
39,3,1,1,0,483,0,0,0,16,9,54,0,0,0,3,0,0
25,0,2,1,0,3682,0,0,2,14,8,241,0,0,0,3,0,100
9,7,2,1,0,483,0,0,0,0,6,179,0,0,0,3,0,0
13,1,1,0,0,1223,1,1,2,2,6,23,0,0,0,3,0,100
21,1,1,1,0,745,1,0,0,17,9,363,0,0,0,3,0,3
11,1,1,0,0,1922,1,0,2,27,8,548,0,0,0,3,0,3
24,4,1,2,0,868,1,0,2,6,8,166,0,0,0,3,0,3
16,9,1,1,0,2609,1,1,0,7,3,213,2,181,1,0,0,101
27,4,2,1,0,3263,0,0,0,1,6,114,0,0,0,3,0,0
35,0,1,3,0,483,0,0,0,18,1,158,2,0,0,3,0,0
27,1,1,0,0,815,1,0,2,12,8,158,2,0,0,3,0,3
21,2,1,2,0,1108,1,0,0,8,5,95,0,0,0,3,0,0
8,4,2,2,0,3067,1,0,0,3,8,332,1,141,1,0,0,101
41,10,0,1,0,3393,0,0,0,21,3,285,0,94,1,0,0,101
41,6,1,2,0,483,1,0,0,10,8,87,0,0,0,3,0,3
6,1,2,1,0,185,1,0,0,17,8,12,2,306,4,1,0,101
16,7,1,1,0,1183,0,0,0,16,0,280,1,111,2,0,0,101
17,6,2,2,0,835,0,0,0,11,1,579,0,0,0,3,1,102
17,4,1,2,0,1126,1,0,0,17,9,82,1,0,0,3,0,3
30,9,1,1,0,1237,0,0,0,20,9,305,1,0,0,3,0,0
35,4,0,2,0,2566,1,0,0,4,8,161,0,0,0,3,0,3
35,9,1,1,0,514,1,0,2,15,8,88,1,0,0,3,0,3
19,9,0,1,0,2634,1,1,0,19,9,368,1,156,1,1,1,102
18,9,2,1,0,1421,0,0,0,7,10,133,1,56,13,0,0,101
17,4,1,2,0,754,1,0,0,5,8,249,3,243,2,0,0,101
7,9,2,1,0,514,0,0,0,1,1,298,2,0,0,3,0,0
18,9,1,2,0,582,1,1,0,9,3,84,0,50,1,0,0,101
16,4,2,2,0,2254,1,0,0,3,8,24,4,0,0,3,0,3
20,0,1,2,0,1149,1,1,0,30,5,127,1,0,0,3,0,100
21,0,1,1,0,1078,1,0,2,14,8,442,0,0,0,3,0,3
62,5,1,1,0,1917,0,0,0,11,1,69,0,0,0,3,0,100
13,9,1,1,0,623,0,0,0,19,1,108,1,0,0,3,0,0
17,10,2,1,0,627,0,0,0,16,5,352,0,0,0,3,0,0
33,10,1,1,0,3392,0,0,0,19,9,174,1,0,0,3,0,0
37,7,1,1,0,2605,1,0,0,16,0,81,0,0,0,3,0,0
14,0,2,1,0,952,0,1,0,1,0,241,2,0,0,3,1,102
7,8,2,2,0,541,0,0,0,23,5,137,4,0,0,3,1,102
38,1,1,1,0,819,1,0,2,19,6,97,1,0,0,3,0,3
19,1,1,1,0,427,1,1,0,23,5,54,0,0,0,3,0,100
32,4,1,1,0,482,0,0,0,21,5,137,0,0,0,3,0,0
17,1,2,1,0,444,1,0,2,1,6,167,0,0,0,3,0,3
35,1,1,0,0,788,0,0,0,27,5,386,2,142,1,2,1,102
15,0,1,1,0,490,1,0,0,16,0,608,0,109,1,0,0,101
11,0,2,1,0,1076,1,0,0,17,8,170,1,297,6,0,0,101
8,7,2,1,0,694,1,0,0,14,8,142,1,303,1,1,0,101
9,8,2,1,0,603,0,0,0,1,6,143,1,0,0,3,0,0
5,7,1,1,0,497,1,1,1,12,8,17,7,309,1,0,0,101
23,9,1,1,0,1420,0,0,0,21,1,334,9,0,0,3,1,102
13,1,1,0,1,483,1,0,2,26,8,157,1,0,0,3,0,103
9,8,2,1,0,2465,0,0,0,7,0,141,1,0,0,3,1,102
14,7,2,1,0,3354,0,0,0,5,1,83,0,146,1,0,0,101
9,1,1,1,0,2993,0,0,0,19,0,161,0,0,0,3,1,102
21,9,1,1,0,1044,0,0,0,20,1,84,3,0,0,3,0,0
34,1,1,1,0,466,1,0,2,7,8,35,2,0,0,3,0,3
42,5,1,1,0,525,1,1,2,6,8,384,1,0,0,3,0,100
16,9,1,1,0,776,1,0,0,8,2,263,0,145,3,2,1,102
7,1,2,1,0,328,1,1,2,26,8,273,3,0,0,3,0,100
25,0,1,1,0,584,1,0,0,19,0,129,1,300,3,0,0,101
7,4,2,2,0,1708,0,0,0,25,8,174,0,0,0,3,1,102
8,8,2,2,1,530,0,1,0,16,5,255,1,0,0,3,0,103
7,10,1,2,0,600,0,1,1,9,5,43,0,0,0,3,0,100
29,9,1,1,0,1079,1,0,0,12,1,97,2,0,0,3,0,0
14,1,1,0,1,263,1,1,2,26,8,319,0,0,0,3,0,103
16,7,0,1,0,275,1,0,0,4,8,257,0,0,0,3,0,3
26,1,1,1,0,1724,1,0,2,12,8,242,0,0,0,3,0,3
4,4,2,2,0,586,1,0,0,17,8,128,1,0,0,3,0,3
31,9,1,1,0,790,0,0,0,25,10,258,1,56,5,0,0,101
34,1,1,0,0,608,0,0,2,22,8,91,3,0,0,3,0,3
15,0,1,1,0,2918,0,1,0,27,4,88,0,220,4,0,0,101
13,1,1,1,0,1476,1,0,0,30,5,178,4,0,0,3,0,0
26,9,1,1,0,2106,0,0,0,5,1,163,1,0,0,3,0,0
40,5,0,1,0,701,0,0,2,4,6,131,0,0,0,3,0,3
65,5,0,0,0,483,0,0,1,30,8,653,0,42,3,2,0,102
17,9,2,2,0,3398,1,0,0,27,2,135,0,87,3,0,0,101
11,6,2,2,0,957,1,0,0,17,8,425,0,0,0,3,1,102
16,2,1,2,0,1516,1,0,0,3,8,939,2,53,10,2,0,101
22,1,1,1,0,2583,1,0,2,8,6,20,16,0,0,3,0,100
19,4,2,2,0,1576,1,0,0,11,8,257,0,0,0,3,0,3
37,5,1,0,0,868,0,1,0,9,5,134,0,0,0,3,0,100
19,1,2,1,0,2886,0,0,2,19,6,6,11,0,0,3,0,100
53,5,1,0,0,483,0,0,0,15,11,244,2,0,0,3,0,100
33,4,1,2,0,828,0,0,0,11,9,132,1,153,3,0,1,101
39,4,1,0,0,1247,1,0,1,7,11,199,0,245,1,0,0,101
27,9,2,2,0,3033,1,0,2,15,8,335,1,0,0,3,0,3
30,0,1,1,0,637,0,0,2,10,6,220,2,0,0,3,0,3
20,1,2,0,0,2653,0,0,0,4,3,302,0,0,0,3,0,0
17,9,1,1,0,483,0,0,0,26,1,104,3,0,0,3,0,0
32,2,1,0,0,1714,0,1,0,23,5,323,0,0,0,3,0,100
15,4,2,2,0,955,1,0,0,1,3,60,0,140,3,0,0,101
34,1,1,0,0,1519,1,0,2,14,8,255,6,0,0,3,0,100
7,0,2,2,0,1236,1,0,0,26,3,56,1,0,0,3,0,0
6,1,2,0,0,2223,1,1,1,17,8,49,0,0,0,3,0,100
13,4,2,2,0,579,0,0,0,28,1,61,1,0,0,3,0,0
15,9,2,1,0,598,0,1,0,3,1,305,0,0,0,3,0,100
35,1,1,0,0,1277,1,1,1,3,3,134,6,223,2,1,0,101
25,1,1,0,0,543,0,0,0,7,8,484,1,318,2,1,0,101
28,4,1,2,0,1484,1,1,2,14,8,198,2,0,0,3,0,100
13,4,1,1,0,1743,1,0,0,11,1,127,3,0,0,3,0,0
8,1,1,0,0,1231,1,0,2,27,8,59,0,0,0,3,0,3
21,4,2,2,0,1353,0,0,0,19,9,76,1,146,4,0,0,101
15,1,2,2,0,832,1,0,2,23,6,135,4,0,0,3,0,3
16,0,2,1,0,1198,1,0,0,28,4,167,0,0,0,3,0,0
27,9,1,1,0,880,1,0,0,28,4,225,0,202,5,0,0,101
42,1,1,1,0,3203,0,0,0,17,1,111,3,0,0,3,0,0
12,0,1,0,0,340,1,0,2,27,8,123,1,0,0,3,0,3
31,9,1,1,0,630,0,0,2,18,6,11,0,0,0,3,0,3
41,4,1,2,0,483,0,0,0,26,1,85,3,0,0,3,0,0
7,8,2,1,0,950,0,0,0,23,3,521,0,148,2,2,0,101
10,1,1,1,0,544,1,0,0,10,3,251,0,135,4,2,1,102
29,0,1,1,0,556,0,0,0,7,1,55,2,0,0,3,0,0
23,4,2,2,0,2901,0,0,1,28,5,61,1,0,0,3,0,0
14,9,2,3,0,799,1,0,2,20,8,392,1,0,0,3,0,3
41,5,1,1,0,2092,1,0,2,12,8,75,0,0,0,3,0,3
24,1,2,0,0,199,1,0,0,17,8,51,0,0,0,3,0,3
20,1,1,0,0,1043,1,0,2,29,8,285,0,0,0,3,0,3
27,1,1,1,0,912,0,1,0,20,1,138,1,0,0,3,0,100
33,1,0,1,0,1511,1,0,2,29,8,245,1,0,0,3,0,3
29,1,0,0,0,705,1,0,1,6,8,138,1,0,0,3,0,3
25,1,2,2,0,1726,1,0,0,13,5,72,1,0,0,3,0,0
26,9,1,1,0,3547,1,0,0,17,9,65,0,70,1,0,0,101
12,1,1,0,0,874,1,0,2,18,8,349,0,0,0,3,0,3
14,9,1,1,0,2671,1,0,0,10,1,133,1,0,0,3,0,0
31,1,1,1,0,2240,0,0,0,16,0,739,0,0,0,3,0,102
32,4,1,2,0,1396,0,0,0,29,0,746,0,0,0,3,1,102
12,9,1,1,0,242,1,1,0,17,9,370,0,147,1,0,0,101
33,1,1,1,0,669,1,0,0,5,1,275,2,0,0,3,0,0
23,9,1,2,0,574,0,1,0,28,5,202,2,0,0,3,0,100
12,7,1,1,0,661,1,0,2,27,8,62,0,0,0,3,0,3
27,0,1,1,0,855,0,1,0,17,5,272,2,0,0,3,0,100
33,0,1,1,0,535,1,1,1,22,5,34,14,0,0,3,0,100
37,0,1,1,0,621,0,0,0,29,0,239,0,0,0,3,1,102
39,3,1,0,0,483,0,0,0,19,1,250,2,0,0,3,0,0
13,1,2,1,0,2210,1,0,2,19,8,32,0,0,0,3,0,3
20,0,2,3,0,514,0,0,0,19,0,57,2,0,0,3,0,0
18,1,1,1,0,563,1,1,0,4,8,232,0,126,4,0,0,101
15,1,1,1,0,1437,0,0,2,7,11,7,0,0,0,3,0,3
32,7,0,1,0,821,1,0,0,6,8,41,2,0,0,3,0,3
33,9,0,1,0,148,0,0,0,25,1,167,1,0,0,3,0,0
11,9,1,0,0,578,1,0,0,20,5,253,0,0,0,3,0,0
34,9,0,2,0,483,0,0,0,17,5,452,0,0,0,3,0,0
34,4,1,1,0,746,0,0,0,19,1,66,7,0,0,3,0,100
16,4,1,2,0,600,0,1,1,16,5,169,2,0,0,3,0,100
28,1,1,1,0,483,1,0,2,28,8,326,1,0,0,3,0,3
6,7,2,1,0,1918,1,0,2,27,8,416,0,0,0,3,0,3
30,1,2,1,0,267,0,0,0,1,3,165,0,218,3,1,0,101
16,0,2,1,0,483,1,0,2,5,8,148,0,0,0,3,0,3
5,1,2,1,0,1006,1,0,2,18,8,178,0,0,0,3,0,3
20,9,1,2,0,914,1,0,0,14,8,8,1,324,1,1,0,101
23,1,1,1,0,875,1,1,0,9,5,120,0,0,0,3,0,100
17,4,1,3,0,2322,1,1,0,15,11,317,0,0,0,3,1,102
27,1,1,0,0,805,1,0,2,12,8,274,1,0,0,3,0,3
22,0,0,1,0,386,1,0,2,29,8,383,1,0,0,3,0,3
13,1,1,1,0,380,1,0,0,11,8,581,1,0,0,3,0,3
28,7,0,1,0,483,0,0,2,19,6,894,2,0,0,3,1,102
22,9,2,1,0,769,1,0,0,7,8,67,0,251,3,0,0,101
28,1,2,1,0,391,1,0,0,7,8,443,1,256,1,0,0,101
42,9,0,1,0,436,0,0,0,27,1,431,11,0,0,3,0,100
15,3,1,0,0,483,0,0,0,7,1,136,1,0,0,3,0,0
10,4,1,2,0,585,1,0,2,25,8,312,1,0,0,3,0,3
16,9,1,1,0,1152,0,0,0,22,5,156,2,0,0,3,0,0
12,2,1,1,0,1404,1,0,0,18,9,918,0,144,1,1,0,101
12,0,1,1,0,483,0,0,0,14,5,125,4,0,0,3,0,0
20,3,1,0,0,2896,0,0,0,26,1,99,2,0,0,3,0,0
40,3,1,2,0,483,1,0,0,20,5,109,0,0,0,3,0,0
13,9,1,2,0,1893,1,0,0,7,7,275,3,240,1,0,1,101
41,5,1,0,0,3124,0,1,2,11,6,166,7,0,0,3,0,100
11,0,2,1,0,484,0,0,1,8,5,370,0,0,0,3,0,3
21,7,1,1,0,2536,0,0,2,11,6,702,1,0,0,3,0,102
31,1,1,0,0,1383,0,0,2,19,6,468,1,0,0,3,0,3
15,7,2,1,0,430,0,1,0,9,5,117,4,0,0,3,0,100
27,9,2,3,0,1517,1,0,1,30,5,4,1,0,0,3,0,0
21,6,1,2,0,483,0,0,2,10,6,834,3,0,0,3,0,102
40,9,0,1,0,1033,1,0,0,27,5,172,1,0,0,3,0,0
14,0,1,2,0,483,1,0,0,20,9,100,0,0,0,3,0,3
25,4,1,2,0,1862,0,0,0,6,5,89,2,0,0,3,0,0
38,2,1,2,0,1173,0,0,0,21,5,87,4,0,0,3,0,0
32,7,0,1,0,564,0,0,0,7,8,720,1,0,0,3,0,102
9,11,2,2,0,3308,0,0,0,17,8,313,2,75,4,0,0,101
13,7,2,1,0,2832,1,0,0,4,8,323,1,0,0,3,0,3
12,1,1,1,0,483,0,0,2,18,8,157,2,0,0,3,0,3
19,7,1,0,1,140,1,1,0,5,8,220,1,129,3,0,0,103
24,4,2,2,0,709,0,0,0,19,1,426,7,0,0,3,0,100
12,8,2,1,0,796,0,0,0,28,6,187,0,165,6,2,0,101
23,9,0,1,0,707,1,1,2,12,8,137,0,0,0,3,0,100
19,1,1,1,0,2339,1,0,0,11,8,38,3,0,0,3,0,3
30,6,0,2,0,524,1,0,0,15,5,196,1,0,0,3,0,0
12,1,1,1,0,485,1,0,2,14,8,883,0,0,0,3,0,102
30,9,1,1,0,483,1,1,2,1,5,42,1,0,0,3,0,100
30,4,2,2,0,912,1,0,0,15,0,42,0,0,0,3,0,0
13,1,2,1,0,806,1,0,0,20,5,165,3,0,0,3,0,0
18,9,0,2,0,1752,0,0,0,1,7,147,0,0,0,3,0,0
38,9,1,0,0,483,1,1,0,23,5,82,0,0,0,3,0,100
14,4,2,2,0,980,1,0,0,13,8,180,0,290,2,0,0,101
28,9,1,1,0,898,1,1,0,22,5,359,2,0,0,3,0,100
30,1,1,1,0,631,1,0,2,8,8,69,0,0,0,3,0,3
13,9,0,1,0,483,0,0,0,28,4,136,1,125,4,1,0,101
19,10,1,1,0,3090,0,0,0,28,4,122,0,0,0,3,0,0
19,9,1,2,0,3050,1,0,0,5,1,321,0,56,6,0,0,101
33,1,1,0,0,1045,1,1,0,4,8,155,6,205,3,0,0,101
13,10,1,1,0,514,1,0,0,14,5,209,5,0,0,3,0,0
9,1,2,3,0,572,1,0,2,19,8,137,4,0,0,3,0,3
48,3,1,1,0,2121,0,0,0,1,3,167,0,0,0,3,0,0
24,2,1,1,0,1187,0,0,0,0,6,231,0,299,1,2,0,101
20,9,2,1,0,757,1,0,0,27,4,50,0,0,0,3,0,0
14,7,2,1,0,1247,1,0,2,14,8,681,2,0,0,3,1,102
28,9,1,2,0,1071,0,0,0,19,1,48,2,0,0,3,0,0
22,4,1,2,0,503,1,0,2,18,6,104,1,0,0,3,0,3
25,2,1,1,0,141,1,1,0,17,8,941,0,301,6,0,0,101
6,7,2,1,0,494,1,0,2,26,6,112,3,0,0,3,0,3
33,9,1,1,0,541,1,0,0,10,5,126,1,0,0,3,0,0
17,1,1,1,0,1922,1,0,0,6,8,909,1,0,0,3,0,102
10,1,2,1,0,325,0,0,0,17,5,577,6,0,0,3,0,100
33,1,1,0,0,525,1,0,0,11,8,49,1,293,3,0,0,101
37,5,1,1,0,333,0,1,2,0,5,305,1,0,0,3,0,100
21,1,1,1,1,221,1,0,2,6,8,67,0,0,0,3,0,103
17,9,2,1,0,3143,0,1,0,6,1,113,1,0,0,3,0,100
26,4,1,2,0,905,0,0,0,2,6,134,5,48,5,2,0,101
8,4,2,0,0,554,0,0,2,16,6,388,1,0,0,3,0,3
21,1,2,0,0,805,1,0,2,4,6,136,2,0,0,3,0,3
15,0,2,2,0,1517,0,0,0,25,8,116,1,0,0,3,0,0
8,1,1,0,0,660,1,0,2,3,6,781,1,0,0,3,0,102
16,4,2,2,0,3341,0,0,0,27,1,208,4,0,0,3,0,0
12,0,2,2,0,1217,1,0,0,16,0,295,0,0,0,3,0,0
17,4,2,2,0,2581,1,0,0,17,9,52,0,0,0,3,0,3
11,2,1,1,1,192,1,0,0,17,5,409,2,0,0,3,0,103
19,4,2,2,0,1033,0,0,0,11,1,61,1,0,0,3,0,0
9,1,1,0,0,981,1,0,0,14,8,14,5,316,6,0,0,101
15,6,1,1,0,483,0,0,0,17,1,71,6,0,0,3,0,100
34,10,1,0,0,907,0,0,2,18,6,120,0,0,0,3,0,3
33,0,1,1,0,483,0,0,2,4,6,76,0,0,0,3,0,3
13,1,1,1,0,560,1,0,2,26,8,369,1,0,0,3,0,3
37,9,1,1,0,1355,0,0,2,18,6,266,0,0,0,3,0,3
37,3,1,0,0,500,0,0,0,6,1,194,1,0,0,3,0,0
29,0,2,1,0,2836,0,0,0,11,5,248,1,142,4,2,1,102
15,4,2,2,0,697,1,0,0,27,4,142,0,0,0,3,0,0
29,9,0,1,0,530,0,1,2,0,5,222,1,0,0,3,0,100
38,1,1,1,0,318,1,0,2,6,8,137,0,0,0,3,0,3
12,1,1,1,0,1396,1,0,2,13,8,157,0,0,0,3,0,3
13,4,0,2,0,898,0,0,0,10,1,31,1,0,0,3,0,0
16,1,2,2,0,1462,1,0,2,5,8,134,0,0,0,3,0,3
32,0,2,1,0,509,0,1,1,23,5,177,3,0,0,3,0,100
24,1,1,1,0,1184,1,0,1,8,5,29,0,0,0,3,0,3
29,0,1,1,0,772,1,0,0,21,5,1006,1,0,0,3,1,102
15,0,1,2,0,529,1,0,0,17,9,93,0,0,0,3,0,3
8,9,2,2,0,1552,1,0,2,3,6,207,1,0,0,3,0,3
18,1,1,1,0,1168,1,0,2,5,8,172,1,0,0,3,0,3
5,8,2,3,0,2417,0,0,0,11,8,409,0,0,0,3,1,102
14,4,1,2,0,3082,0,0,0,29,0,529,0,0,0,3,1,102
13,4,1,2,0,501,1,0,0,29,5,70,18,0,0,3,0,100
9,8,2,3,0,1802,0,0,0,1,3,246,1,0,0,3,0,0
37,9,0,1,0,2763,0,0,0,9,3,167,0,144,1,0,1,101
40,9,1,2,0,1974,1,0,1,16,5,514,4,0,0,3,0,3
13,1,2,1,0,502,1,0,2,18,8,176,4,0,0,3,0,3
12,4,1,2,0,1327,1,0,2,19,8,247,2,0,0,3,0,3
19,9,1,1,0,800,0,0,0,6,1,81,0,60,4,1,0,101
13,4,2,2,0,1706,1,0,2,7,8,154,0,0,0,3,0,3
27,9,0,1,0,469,0,0,0,13,5,290,2,0,0,3,0,0
16,4,1,2,0,2026,0,0,0,4,3,97,0,58,3,2,0,101
33,0,1,1,0,2959,1,0,0,19,9,165,3,135,1,0,0,101
12,9,2,2,0,1685,1,0,2,20,8,1049,1,0,0,3,1,102
22,9,1,1,0,3474,0,0,0,7,1,202,0,0,0,3,0,0
4,4,2,2,0,587,0,1,0,15,0,328,2,0,0,3,1,102
15,4,1,2,0,2458,0,0,0,29,0,1009,1,0,0,3,1,102
16,9,2,1,0,784,1,0,2,13,8,280,0,0,0,3,0,3
19,0,1,1,0,1720,1,0,1,2,0,307,3,217,4,1,0,101
27,1,0,1,0,560,1,0,2,25,8,97,2,0,0,3,0,3
30,7,1,0,0,1197,0,0,0,28,4,448,0,0,0,3,0,0
19,1,1,0,0,483,0,0,1,10,8,106,1,259,1,0,0,101
9,0,1,1,0,284,1,1,2,3,6,342,1,0,0,3,0,100
15,0,2,1,0,562,0,0,0,1,3,662,0,0,0,3,0,102
20,1,1,1,0,3364,1,0,0,19,9,148,1,0,0,3,0,3
14,9,1,1,0,400,1,0,2,25,8,93,1,0,0,3,0,3
15,1,1,1,0,786,1,0,2,12,8,137,1,0,0,3,0,3
27,3,1,2,0,483,1,0,1,6,8,307,0,0,0,3,0,3
28,7,1,1,0,483,1,0,0,21,6,152,0,89,1,1,0,101
32,10,1,1,0,1006,1,0,1,17,9,175,1,0,0,3,0,3
40,5,1,1,0,1914,1,0,2,1,6,356,2,0,0,3,0,3
19,4,1,2,0,2937,1,0,0,1,3,287,1,135,4,1,1,101
19,10,2,1,0,531,0,0,0,30,5,38,9,0,0,3,0,100
16,4,1,2,0,3074,1,1,0,10,8,121,1,0,0,3,0,100
30,1,1,0,0,2856,1,0,0,12,0,213,4,0,0,3,0,0
36,1,1,1,0,2593,1,0,2,3,6,390,1,0,0,3,0,3
14,0,1,1,0,1383,1,0,0,16,0,774,3,0,0,3,0,102
23,1,1,1,0,2549,1,0,2,19,8,123,2,0,0,3,0,3
15,9,1,1,0,1313,1,0,0,22,5,473,2,0,0,3,0,0
22,0,1,1,0,2450,1,1,0,6,0,387,0,221,2,1,0,101
17,0,1,1,0,3514,0,1,0,17,8,380,1,0,0,3,0,100
25,1,1,0,0,375,1,0,2,2,6,44,0,0,0,3,0,3
16,9,1,1,0,3178,0,0,0,7,1,138,3,0,0,3,0,0
19,1,1,1,0,483,1,0,0,1,0,470,0,0,0,3,0,0
34,3,0,1,0,613,1,1,0,10,8,85,0,0,0,3,0,100
16,4,2,2,0,3182,1,0,0,28,5,196,4,0,0,3,0,0
20,4,1,2,0,720,0,0,0,3,1,137,0,57,3,0,1,101
