Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,cluster
0,0,0,0,28,2109,0,463,0,0,1,1,3,2,9,0,0,0,102
11,2771,4,477,12,820,1752,4293,0,0,0,2,1,0,2,2,0,0,103
3,279,0,0,9,321,0,2156,0,0,5,1,1,0,10,0,0,0,102
0,0,0,0,1,0,1871,4776,0,0,1,1,1,5,12,2,0,0,101
0,0,0,0,4,205,0,2758,0,0,5,1,1,0,1,2,0,0,3
1,336,0,0,126,8937,67,1135,307,0,7,1,1,1,1,2,0,0,102
0,0,0,0,10,5305,0,559,0,3,6,1,1,3,0,2,0,0,102
10,2404,0,0,22,3654,1344,4039,0,1,6,2,1,0,1,2,0,0,102
0,0,0,0,62,6493,1768,4577,0,5,6,2,1,2,12,2,1,0,101
0,0,0,0,13,417,1846,4728,0,3,6,2,1,0,2,2,0,0,101
0,0,0,0,10,3606,1391,4371,0,4,6,1,3,2,0,2,0,0,101
4,220,4,457,27,4566,729,2818,0,0,7,1,1,2,1,2,1,0,103
0,0,0,0,18,1944,0,124,0,0,7,0,0,7,7,0,0,0,102
0,0,0,0,15,2514,1142,3473,0,0,7,1,1,2,2,2,0,0,3
0,0,0,0,3,1045,1783,4673,0,0,1,1,1,2,1,2,0,0,101
0,0,0,0,6,990,1603,4008,0,0,1,2,1,5,1,0,0,1,101
0,0,0,0,3,28,1783,4740,0,0,7,1,1,0,2,2,0,0,3
0,0,0,0,6,105,1603,4164,0,3,6,1,1,1,2,2,0,0,101
3,2102,0,0,87,8800,0,205,0,0,9,1,1,6,0,2,0,0,102
0,0,0,0,1,0,1871,4776,0,0,6,0,0,3,2,2,0,0,101
2,190,2,655,27,5955,715,1387,2134,0,5,1,1,0,1,2,0,1,100
5,599,0,0,30,8770,0,2881,0,0,7,1,1,3,1,2,0,0,0
1,9,0,0,63,6348,366,375,791,0,7,1,1,0,0,2,0,1,100
0,0,0,0,23,5093,0,202,0,0,7,2,1,6,1,2,0,0,0
2,58,0,0,105,7521,1081,2190,0,3,6,2,1,0,3,2,0,0,101
0,0,0,0,23,4871,0,1788,0,0,1,0,0,0,1,0,1,0,102
8,1674,2,1234,26,4130,0,3318,0,0,5,1,1,0,0,2,0,0,103
1,1534,0,0,11,1621,1333,3640,0,0,5,0,0,3,1,2,1,0,101
0,0,0,0,3,7758,1834,4741,0,0,7,2,1,0,12,2,0,0,101
0,0,0,0,38,1931,981,3358,0,3,6,1,1,0,2,2,0,0,101
6,1380,2,43,30,7965,1622,4319,0,0,4,0,0,2,2,2,0,0,101
0,0,0,0,83,8337,934,3240,0,0,7,1,1,0,0,2,0,0,0
0,0,2,23,15,1023,1380,3956,0,0,6,1,1,0,3,2,0,0,101
1,578,0,0,10,2730,1492,3473,0,0,1,0,7,1,19,2,0,0,101
0,0,0,0,31,2750,0,3710,0,0,6,1,1,0,0,2,0,0,3
8,3080,1,583,48,8199,0,492,1832,0,8,1,1,3,4,0,0,1,100
3,862,0,0,28,5046,1163,2854,0,0,8,2,1,0,1,2,0,0,0
3,132,0,0,15,1566,0,804,2596,0,1,1,1,0,1,2,1,1,100
0,0,0,0,2,0,1871,4776,0,0,1,1,1,0,19,2,0,0,101
2,1154,0,0,8,1335,0,755,0,0,5,0,1,6,1,2,1,0,102
0,0,0,0,21,5331,0,3370,0,0,6,1,5,1,12,2,0,0,101
0,0,0,0,2,1038,1603,4293,0,0,7,5,1,2,7,2,0,0,101
0,0,0,0,13,686,1772,4646,0,0,5,0,7,0,0,2,0,0,101
10,2148,0,0,27,4857,664,2127,2290,0,1,1,1,0,2,2,0,0,100
1,708,0,0,28,6333,1189,1630,1404,0,7,2,1,2,0,2,0,0,102
2,180,0,0,47,6093,841,3438,0,0,8,1,1,2,0,2,0,0,0
1,122,0,0,6,1217,0,3101,0,0,8,1,6,2,4,0,1,0,102
3,953,0,0,6,945,0,2758,0,0,3,1,1,7,5,0,0,1,100
9,1830,0,0,70,7845,324,152,0,0,7,0,0,4,2,2,0,0,102
4,394,1,0,13,455,1676,4501,0,0,3,2,1,1,3,2,0,1,101
0,0,0,0,2,160,0,4673,0,0,6,0,0,7,0,2,0,0,101
0,0,0,0,11,4555,1742,4420,0,2,6,1,1,1,3,2,0,0,101
0,0,0,0,3,324,1783,4740,0,0,7,1,1,2,2,2,0,0,3
7,1021,0,0,9,1379,1545,3101,2518,0,7,2,1,0,0,2,0,0,100
0,0,0,0,14,1231,1687,4593,0,3,6,1,1,6,10,2,0,0,101
19,3229,2,181,27,5710,0,2033,1349,0,7,1,4,0,4,2,0,0,103
0,0,0,0,5,1545,0,3837,0,0,1,1,1,2,2,2,0,0,101
0,0,0,0,9,2348,0,2758,0,0,5,1,1,5,1,0,0,0,102
4,1493,0,0,3,249,0,2758,0,0,1,0,0,1,7,0,0,0,102
1,98,0,0,44,6113,1682,4445,0,0,8,1,1,0,12,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,1,1,1,7,0,2,0,0,101
4,624,1,864,18,4129,0,161,0,0,6,1,1,0,1,0,0,0,102
4,718,0,0,66,8968,949,2708,0,2,6,1,1,5,10,2,0,0,102
8,335,0,0,34,6173,1160,2674,0,0,6,0,0,2,1,2,0,0,102
0,0,0,0,5,4580,0,3837,0,0,6,1,1,2,1,2,1,0,101
0,0,0,0,2,575,0,4673,0,0,6,1,1,2,12,2,0,0,101
4,1099,2,347,133,8732,384,1583,1856,0,7,2,1,0,5,2,1,0,103
0,0,0,0,20,3510,0,291,1594,0,7,1,4,1,4,2,1,1,100
22,2919,3,1132,178,9268,320,1705,159,0,7,1,1,0,9,2,0,1,103
0,0,0,0,3,0,1871,4776,0,1,6,1,1,2,0,2,0,0,101
1,3,0,0,3,1411,0,2758,0,0,5,2,1,0,2,2,1,0,102
9,2598,4,342,95,8374,648,1366,1131,0,7,2,1,3,0,2,1,0,103
0,0,0,0,9,1484,1852,4743,0,0,7,0,0,2,0,2,0,0,101
0,0,0,0,9,412,0,3473,0,0,6,1,1,1,3,2,0,0,3
0,0,0,0,9,864,1333,3266,1591,0,7,0,0,3,1,2,0,1,100
3,143,2,25,85,6116,293,1449,0,5,6,2,1,0,2,2,1,0,102
0,0,0,0,32,4886,0,0,2576,0,8,1,1,5,1,0,0,1,100
0,0,0,0,30,5044,715,2156,0,0,6,1,4,7,3,2,0,0,102
3,938,0,0,48,6710,1317,3770,1559,0,7,3,1,0,2,2,0,1,100
4,607,5,1045,4,680,0,1905,0,0,9,1,1,0,4,0,0,0,103
4,752,2,1110,149,9097,441,451,1467,0,5,1,1,0,1,2,0,1,103
0,0,0,0,32,6377,677,2960,0,0,5,3,1,0,0,2,0,0,0
0,0,0,0,42,8310,265,2845,0,0,7,1,1,0,12,2,1,0,102
2,385,0,0,22,6887,0,3251,579,5,6,1,1,3,12,2,1,0,101
0,0,0,0,64,7771,677,612,0,0,7,0,0,2,9,2,0,0,102
2,1934,1,0,37,4281,0,825,0,0,5,0,0,5,0,2,1,0,102
0,0,0,0,30,6923,0,1335,2160,0,1,1,1,3,1,2,0,1,100
9,2001,7,1112,113,8552,464,1668,0,0,7,1,1,1,1,2,0,1,103
6,1491,0,0,46,7019,0,2019,0,0,4,1,1,6,3,2,0,0,0
0,0,0,0,11,3579,0,899,0,0,6,0,7,8,3,2,1,0,102
0,0,0,0,6,3546,0,3473,0,0,6,0,0,3,2,2,0,0,101
0,0,0,0,42,7739,1391,3599,0,0,1,2,1,6,1,2,0,0,101
0,0,0,0,4,1274,0,4164,0,0,5,1,1,2,2,2,0,0,3
4,1236,0,0,55,5933,200,844,0,0,6,2,1,2,3,2,1,0,102
6,2087,0,0,26,3277,1304,3445,0,0,6,2,1,0,10,2,1,0,102
0,0,0,0,9,5866,1440,4008,0,0,5,0,1,8,0,2,0,0,101
1,2542,0,0,12,4989,0,3640,1792,0,6,1,1,0,3,2,1,1,100
10,1385,1,92,7,678,715,1480,0,0,8,1,1,5,4,0,0,0,102
5,759,3,202,67,5817,1409,4115,0,0,0,1,1,5,0,2,0,0,103
0,0,0,0,12,5438,1333,4269,0,0,6,1,1,1,0,2,0,0,3
6,1524,0,0,5,647,1603,1200,0,0,7,0,0,0,7,0,1,0,102
0,0,0,0,13,3230,0,1495,1786,0,1,1,3,0,1,0,0,1,100
0,0,0,0,21,5348,0,3101,0,0,7,1,1,5,1,2,1,0,102
0,0,0,0,37,4399,1725,4571,0,3,6,1,1,2,10,2,0,0,101
6,805,1,288,110,6945,392,2066,1507,0,0,1,1,6,3,2,1,0,103
0,0,0,0,27,1366,1207,3679,0,0,0,3,0,0,0,2,0,0,101
6,254,0,0,69,7956,151,163,0,0,6,1,1,2,1,2,0,0,0
0,0,0,0,5,435,0,4371,0,3,6,0,0,0,2,2,0,0,101
8,2313,4,641,14,2240,896,642,0,0,6,0,0,2,2,2,0,0,103
0,0,0,0,1,0,1871,4776,0,0,6,0,0,0,19,2,0,0,101
0,0,0,0,4,2183,0,4164,0,2,6,1,1,2,0,2,0,0,101
3,863,0,0,5,178,0,3101,0,0,6,1,1,3,0,2,0,0,0
8,414,0,0,18,7120,0,2379,0,0,7,1,1,1,0,2,0,0,0
2,286,0,0,47,5423,535,3213,0,0,7,0,0,0,2,2,1,0,102
13,2629,1,0,15,2492,1361,3421,0,0,5,2,1,2,1,2,0,0,102
2,603,0,0,17,3268,0,3340,0,0,5,1,1,0,1,2,0,0,0
4,1164,0,0,9,1261,0,1905,0,0,1,0,0,0,0,2,1,0,102
2,151,0,0,16,2701,507,2443,0,0,3,1,1,8,1,2,0,0,102
0,0,0,0,11,780,1391,3237,0,0,6,1,1,8,3,2,1,0,101
1,175,0,0,13,2853,0,1690,2165,0,7,0,0,3,1,0,0,1,100
0,0,0,0,40,8897,1721,4693,0,5,6,1,1,0,2,2,1,0,101
0,0,0,0,1,140,0,4673,0,0,5,2,1,0,9,2,0,0,101
0,0,0,0,20,1300,0,980,0,0,5,0,7,6,1,2,0,0,102
4,2071,0,0,2,231,0,2156,0,0,1,2,1,1,1,0,1,0,102
5,2835,2,124,39,7757,725,2282,0,0,9,1,1,8,0,2,0,0,103
0,0,0,0,24,4647,841,3900,0,4,6,1,1,1,3,2,0,0,101
11,3121,5,1203,304,9541,457,1336,861,0,7,1,1,0,1,2,0,1,103
1,65,0,0,50,6126,952,2355,0,0,7,2,1,3,0,2,1,0,102
0,0,0,0,1,0,1871,4776,0,0,5,1,1,1,0,2,0,0,3
0,0,0,0,64,8982,532,2508,0,0,7,1,1,2,1,2,0,1,100
6,953,0,0,10,2375,0,1495,0,0,0,0,1,2,1,0,1,0,102
8,1833,1,91,56,8066,375,935,0,0,7,2,1,2,1,2,1,0,102
4,256,0,0,27,4491,1460,3495,1835,0,9,2,1,3,12,2,1,0,101
1,203,0,0,13,1182,0,0,0,0,3,0,0,0,3,2,0,0,102
0,0,0,0,10,863,0,755,0,1,6,1,1,2,12,0,0,0,102
6,913,0,0,62,6491,0,721,0,0,5,1,3,5,2,2,1,0,102
0,0,0,0,6,186,1015,4539,0,0,6,1,1,2,5,2,0,0,3
4,859,0,0,26,2488,0,51,0,0,7,1,1,0,1,0,0,0,102
0,0,0,0,1,0,1871,4776,0,0,1,0,0,0,0,2,1,0,101
9,1885,5,275,68,7403,0,704,1389,0,6,1,5,1,2,2,0,0,103
4,2046,0,0,30,4558,0,59,0,0,5,2,1,0,10,0,0,0,102
3,662,0,0,7,1670,1099,3577,0,0,6,2,1,0,0,2,0,0,3
3,1699,0,0,4,61,0,3101,0,0,7,1,1,0,2,2,1,0,102
3,553,0,0,11,1615,0,1690,0,0,7,1,1,3,1,0,1,0,102
4,1074,0,0,11,1316,0,1495,0,0,7,1,1,2,1,0,1,0,102
2,133,0,0,10,932,0,1905,0,0,7,1,1,0,1,2,0,0,0
0,0,0,0,7,576,921,4582,0,0,1,1,1,3,9,2,0,0,101
1,371,0,0,1,0,0,4453,0,0,9,0,0,0,4,0,0,1,100
0,0,0,0,5,264,0,3837,0,0,7,1,1,0,7,0,0,0,102
14,2742,2,1145,64,8714,1184,2636,903,0,7,2,1,2,1,2,1,1,103
0,0,2,474,25,2234,1780,4455,0,0,3,2,1,3,2,2,0,0,101
0,0,2,799,52,7186,424,1365,0,0,1,1,6,2,1,0,0,0,102
0,0,3,1080,32,4350,124,1263,0,0,7,0,0,2,19,2,0,0,103
0,0,0,0,16,2044,0,430,0,0,1,1,1,2,1,0,0,0,102
3,869,0,0,20,4445,0,642,0,0,7,0,0,0,2,2,0,0,102
2,17,0,0,56,3821,0,416,0,0,7,2,1,0,0,2,1,0,102
1,9,1,316,125,8645,626,1277,0,0,7,3,0,3,1,2,0,0,102
0,0,0,0,6,1074,1816,4612,0,0,7,2,1,0,12,2,1,0,101
9,2818,1,144,38,5760,507,928,256,0,6,1,1,0,1,0,0,0,102
2,2824,0,0,72,4100,0,23,0,0,7,1,1,3,1,0,0,0,102
0,0,0,0,8,595,1492,4673,0,0,5,1,3,4,0,2,0,0,101
0,0,0,0,7,2626,0,430,0,0,8,1,1,0,1,2,0,0,0
1,843,0,0,42,7460,0,2619,0,0,8,1,1,0,1,2,1,0,102
1,32,0,0,39,5658,1069,1849,0,0,5,2,1,0,2,2,0,0,0
1,525,0,0,11,1120,0,1905,0,0,6,1,1,1,3,0,1,0,102
4,1119,0,0,38,6404,0,2516,373,0,7,1,1,0,12,2,0,1,100
3,271,0,0,13,845,381,1662,0,4,6,1,1,2,1,2,0,0,101
0,0,0,0,2,183,0,4453,1807,0,8,2,1,6,3,2,0,1,100
0,0,1,0,24,7750,821,3052,0,0,5,1,1,0,0,2,0,0,102
0,0,2,10,50,8778,0,1774,0,0,7,1,1,0,9,2,0,0,102
1,13,0,0,18,1185,1279,4164,0,2,6,2,1,3,1,2,0,0,101
6,2037,1,0,22,7437,747,3444,753,0,7,5,4,3,1,2,0,0,102
2,5,0,0,14,1206,0,3878,0,0,6,1,4,3,2,2,0,0,101
0,0,0,0,16,2803,1099,4164,0,0,6,0,0,0,5,2,0,0,101
2,70,0,0,35,7091,0,939,0,0,1,1,1,3,0,2,0,0,102
5,1530,0,0,96,6601,0,442,0,0,5,1,1,8,1,2,0,0,102
0,0,0,0,13,1736,0,3300,0,2,6,1,1,4,2,2,0,0,101
1,537,3,271,15,3295,0,899,0,0,6,1,1,0,0,2,1,0,102
2,405,0,0,16,2809,0,899,2255,0,9,1,1,6,1,2,0,1,100
10,1469,0,0,85,7038,1061,3305,442,3,6,2,1,0,2,2,0,0,102
0,0,1,76,48,6932,1398,3487,0,0,1,2,1,0,9,2,1,0,101
0,0,0,0,8,494,1803,4727,0,5,6,1,4,0,10,2,1,0,101
5,227,3,781,3,366,0,559,0,0,9,1,1,0,4,0,0,0,102
0,0,0,0,55,5690,1139,1974,0,0,6,2,1,0,18,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,5,1,1,1,9,2,0,0,101
0,0,0,0,20,7787,0,2758,0,0,5,1,1,0,0,2,0,0,0
0,0,0,0,34,6539,216,2741,0,0,7,1,1,5,10,2,1,1,100
2,621,0,0,10,2104,1279,3285,0,0,7,2,1,2,9,2,0,0,101
0,0,0,0,23,2089,0,594,0,0,7,2,1,0,9,2,0,0,102
0,0,0,0,13,857,0,2226,0,0,6,1,1,3,12,2,0,0,101
5,704,0,0,89,8031,192,1056,565,0,7,1,1,3,1,2,0,1,100
4,773,0,0,72,7158,721,2740,1035,0,4,1,1,6,0,2,0,0,102
3,1597,5,792,43,8418,0,980,291,0,5,0,1,0,0,2,1,1,103
1,38,0,0,8,484,1783,4679,0,0,9,0,7,2,0,2,1,0,101
2,155,7,859,76,8200,258,2748,813,0,5,1,4,1,6,2,0,1,103
1,244,1,112,18,3689,0,5,0,0,6,0,0,2,2,0,0,0,102
0,0,0,0,7,656,0,3101,0,0,5,1,1,0,0,2,0,0,3
0,0,0,0,1,0,1871,4776,0,0,1,0,0,0,0,2,1,0,101
0,0,0,0,22,4670,0,2315,0,0,7,1,1,0,2,2,0,0,0
5,1113,1,49,197,9386,1546,4341,0,0,0,1,1,2,12,2,0,0,103
0,0,0,0,2,0,1871,4776,0,0,5,1,3,0,0,2,0,0,101
0,0,0,0,22,1730,1703,4420,0,0,7,1,1,3,0,2,0,0,3
2,285,0,0,3,79,0,0,2387,0,9,0,0,2,1,0,0,0,100
13,2289,0,0,12,1540,215,3656,0,0,5,1,1,7,1,2,0,0,102
0,0,0,0,1,0,1871,4776,0,0,7,1,1,5,1,2,0,0,3
4,70,1,0,38,5661,518,2220,566,0,6,1,1,4,1,2,0,1,100
4,478,1,780,14,2079,0,993,0,0,5,1,4,0,1,2,0,0,102
0,0,0,0,5,2318,0,3837,0,0,7,0,0,2,9,2,1,0,101
3,381,4,964,49,5855,577,2368,0,0,1,1,1,1,1,2,1,0,103
3,589,0,0,24,4232,1552,2849,1795,2,6,2,1,5,10,2,0,0,101
0,0,0,0,16,1454,0,257,0,0,7,0,7,1,10,2,1,0,102
0,0,0,0,17,4959,0,1398,0,0,5,0,0,1,2,2,0,0,102
0,0,0,0,8,1577,952,3837,1008,0,9,1,1,3,0,2,1,0,101
0,0,0,0,13,1529,1571,4526,0,4,6,1,1,4,2,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,5,2,1,6,0,2,0,0,3
0,0,0,0,4,222,1835,4754,0,0,7,1,1,0,9,2,0,0,101
9,1847,7,857,37,4577,246,490,857,0,7,1,1,2,1,2,1,0,103
0,0,0,0,6,1750,0,3837,1456,0,7,0,0,0,7,0,0,1,100
1,38,0,0,6,157,0,4317,0,0,8,1,1,0,1,2,0,0,3
3,1627,0,0,18,3514,0,825,0,0,7,0,0,0,1,0,0,0,102
0,0,0,0,17,280,1712,4552,0,4,6,1,1,0,2,2,0,0,101
0,0,0,0,1,0,1871,4776,0,4,6,1,1,2,0,2,0,0,101
0,0,0,0,7,1454,1189,4108,0,0,7,2,1,2,10,2,1,0,101
11,2495,0,0,41,5700,0,932,733,0,7,0,0,2,1,0,1,1,100
1,0,0,0,20,4523,1725,4652,0,4,6,2,1,2,12,2,0,0,101
2,1015,0,0,5,633,1545,4164,0,0,6,0,0,0,14,2,1,0,101
2,2677,0,0,7,3375,0,3101,0,0,7,1,1,1,1,2,0,0,102
6,1920,0,0,25,3493,0,173,0,0,0,1,1,0,1,0,1,0,102
0,0,0,0,8,1086,0,4008,0,0,1,1,1,0,9,2,0,0,101
6,845,0,0,152,9058,344,2479,48,0,7,1,1,1,1,2,1,0,102
1,9,0,0,44,3684,1492,4001,0,0,6,1,1,5,2,2,0,0,3
1,23,0,0,6,1110,0,2015,0,0,7,0,0,6,1,2,0,0,102
0,0,0,0,24,2746,0,2276,0,0,7,1,1,2,1,2,1,1,100
0,0,0,0,3,619,0,4453,0,0,7,0,0,1,9,2,0,0,101
1,4,0,0,11,2047,0,899,0,1,6,1,1,1,1,2,0,0,102
4,171,0,0,12,4061,0,993,0,0,8,1,3,2,1,2,0,1,100
2,190,0,0,27,2640,0,413,0,0,7,7,1,6,1,0,0,1,100
0,0,0,0,21,5650,0,2015,0,0,6,1,3,7,3,2,1,0,102
3,1228,0,0,15,2069,0,993,0,0,7,1,3,8,2,0,0,0,102
5,1125,0,0,39,4468,0,2285,183,0,1,1,1,1,1,2,0,0,102
2,37,0,0,70,7565,1466,4225,0,0,3,1,1,2,0,2,0,0,3
2,1990,4,746,53,6592,760,301,0,0,5,0,0,5,1,2,1,0,103
4,1035,0,0,53,5874,1463,3915,0,0,0,0,0,1,2,2,0,0,101
0,0,0,0,12,670,1279,3900,0,0,5,1,1,8,0,2,0,0,101
5,679,2,151,291,9529,763,1229,0,0,7,2,1,2,2,2,0,0,103
0,0,0,0,14,877,1189,4164,0,0,7,1,4,2,1,2,0,0,101
3,1586,0,0,6,4835,0,1946,0,0,5,2,1,2,2,2,1,0,102
1,726,0,0,10,2119,0,2156,0,0,6,1,1,5,0,2,0,0,0
3,752,2,105,53,4843,406,290,2221,0,5,0,0,3,8,2,1,1,100
5,2701,0,0,20,4913,0,145,0,0,7,1,1,3,1,0,1,0,102
0,0,0,0,10,715,0,2268,0,2,6,2,1,3,12,2,0,0,101
0,0,0,0,1,0,1871,4776,0,0,6,1,1,5,2,2,0,0,3
3,96,0,0,2,11,0,4164,0,0,1,7,12,8,19,1,0,0,101
4,2767,4,998,69,9177,981,1802,416,0,5,0,0,1,0,2,1,1,103
0,0,0,0,8,1203,0,1975,0,0,6,2,1,0,5,2,1,0,102
0,0,0,0,3,280,1835,4702,0,0,6,2,1,0,2,2,0,0,3
3,92,0,0,15,4494,0,2226,0,0,7,1,1,2,10,2,1,0,102
0,0,0,0,9,340,0,2443,0,1,6,1,1,0,2,2,0,0,101
0,0,0,0,19,2077,0,161,0,5,6,0,0,8,2,2,1,0,102
2,947,1,228,40,8764,0,2557,0,0,1,1,1,3,1,2,1,0,102
3,1876,0,0,189,9279,913,2182,0,0,7,1,1,0,1,2,0,0,103
2,117,0,0,13,1050,0,1200,0,0,5,1,1,0,0,2,0,0,0
0,0,0,0,20,5213,0,306,0,3,6,0,0,0,1,2,0,0,102
0,0,0,0,8,45,1835,4767,0,0,4,2,1,0,0,2,0,0,3
0,0,0,0,8,144,1492,4408,0,0,3,1,1,8,0,2,0,0,101
0,0,0,0,60,5095,724,2777,0,3,6,1,3,2,2,2,0,0,101
2,152,0,0,19,1591,0,41,0,0,8,2,1,0,1,2,0,0,0
7,2524,0,0,12,2471,0,120,0,0,1,0,0,7,1,0,1,0,102
2,703,0,0,18,2684,0,2156,1733,0,6,1,4,4,3,0,1,1,100
2,1720,2,255,10,7375,1189,2350,0,0,6,0,0,0,5,0,1,0,102
5,3294,0,0,4,6270,0,2156,0,0,5,0,0,6,7,2,0,0,102
0,0,0,0,17,3253,1207,2091,1232,0,1,1,1,6,1,2,0,0,101
0,0,0,0,5,1664,0,4164,0,0,6,1,1,5,0,2,0,0,3
0,0,0,0,24,1541,1492,3771,0,3,6,1,1,7,0,2,0,0,101
0,0,0,0,39,5818,0,787,0,0,7,0,0,3,0,2,1,0,102
0,0,0,0,3,514,0,3473,0,0,3,2,1,0,5,2,0,0,3
4,444,0,0,12,3140,0,1095,0,0,9,1,1,4,1,0,0,0,102
0,0,0,0,10,2614,0,2443,2067,2,6,1,1,4,1,0,0,1,100
1,9,2,300,64,6987,1077,2077,0,0,7,3,1,0,1,2,1,0,102
0,0,0,0,2,108,0,4673,0,0,2,0,0,5,2,2,0,0,101
4,70,0,0,10,1162,0,1690,2117,0,5,0,0,0,2,2,1,1,100
0,0,0,0,3,478,0,4453,0,0,5,1,5,6,0,2,0,0,101
0,0,0,0,2,83,0,4673,0,5,2,1,3,3,1,2,1,0,101
0,0,0,0,6,117,1783,4740,0,0,5,3,0,0,2,2,1,0,101
0,0,0,0,154,9049,1195,3450,0,0,8,1,1,0,0,2,1,0,102
1,0,0,0,19,7735,0,3029,1535,0,6,3,0,1,3,2,1,1,100
1,9,0,0,41,4304,0,1354,0,0,4,1,1,0,3,2,0,0,0
2,761,0,0,14,4677,0,1335,1675,0,5,0,0,0,1,0,1,1,100
0,0,0,0,14,1526,1752,4564,0,0,4,0,0,1,2,2,0,0,101
8,944,3,76,84,7216,482,1084,276,0,3,1,1,6,0,2,0,0,103
8,2051,0,0,15,2153,0,1066,1446,0,7,0,0,0,1,0,0,0,102
6,1324,0,0,34,6704,108,807,1541,0,1,1,1,1,6,2,1,1,100
0,0,0,0,24,2624,1099,4293,0,0,9,0,7,1,0,2,0,0,101
6,819,1,70,11,1925,0,145,0,0,6,1,1,0,1,0,1,0,102
2,49,0,0,8,436,0,2156,0,0,1,1,1,5,9,2,0,0,102
0,0,0,0,33,2864,1124,1401,0,0,7,0,0,8,1,2,0,0,102
1,13,0,0,24,1849,1333,2510,0,3,6,2,1,0,2,2,0,0,101
6,2626,1,365,10,2478,1189,1335,0,0,1,2,1,1,1,0,0,1,100
0,0,0,0,18,2981,0,3029,0,0,1,1,1,5,10,0,0,0,102
4,1523,0,0,19,4811,1412,4181,0,3,6,2,1,5,12,2,0,0,101
6,932,1,0,29,5737,1163,2818,0,1,6,2,1,0,1,2,0,0,102
8,1128,1,98,70,9217,649,2591,0,0,7,1,1,0,7,2,1,0,102
2,1329,1,20,109,8741,545,1481,0,1,6,0,0,2,3,2,0,0,102
12,2354,1,205,69,7782,0,421,3,0,1,1,1,2,1,2,0,1,103
10,2820,4,907,72,8891,32,872,1085,0,5,1,1,5,1,2,0,1,103
0,0,0,0,6,702,0,3473,0,0,6,3,0,2,4,0,0,0,102
3,947,0,0,25,2443,589,3478,0,0,5,1,1,0,0,2,1,0,102
1,23,1,48,58,8259,981,1647,689,0,1,2,1,3,1,2,0,0,102
0,0,0,0,29,3877,1163,1758,0,0,5,0,1,5,1,2,0,0,0
0,0,0,0,7,2033,0,1335,0,0,7,0,0,6,9,2,1,0,102
15,2781,4,1166,113,9224,0,393,70,0,6,1,1,2,1,2,0,0,103
2,1221,2,1059,14,2360,0,3592,0,0,1,1,9,1,1,2,0,0,103
6,1176,0,0,31,3850,648,427,0,0,8,0,0,0,2,2,0,0,102
0,0,0,0,1,0,1871,4776,0,0,6,1,1,2,1,2,0,0,3
2,222,0,0,17,7546,0,993,0,0,7,1,1,7,1,2,1,0,102
0,0,0,0,18,518,1603,4293,0,0,6,1,1,2,2,2,0,0,3
2,151,0,0,37,6322,141,1456,0,0,9,0,0,1,1,2,0,0,102
0,0,0,0,3,20,1783,4740,0,0,1,2,1,2,0,2,1,0,101
2,23,1,44,14,3567,0,1095,2222,0,5,1,1,0,6,2,0,1,100
0,0,0,0,29,5612,0,430,1653,0,6,0,7,0,10,2,1,1,100
0,0,0,0,5,310,1667,4574,0,2,6,1,4,5,2,2,0,0,101
0,0,0,0,76,8295,647,2086,0,0,6,1,1,2,3,2,0,0,0
0,0,0,0,18,3234,0,661,0,0,7,2,1,0,10,0,0,0,102
1,72,0,0,19,2163,0,306,0,0,0,1,1,6,2,2,0,1,100
0,0,0,0,4,242,0,4453,0,0,1,2,1,7,12,2,0,0,101
2,171,0,0,4,3717,0,2758,0,1,6,2,1,0,18,2,0,0,101
0,0,0,0,6,169,1603,4453,0,0,6,1,1,0,2,2,0,0,3
1,79,0,0,7,733,0,697,0,0,6,1,9,2,1,2,0,0,102
0,0,0,0,12,2798,0,492,2232,0,7,2,1,0,0,2,0,0,100
0,0,2,334,14,2682,0,3536,0,4,2,0,0,2,2,2,0,0,101
0,0,0,0,14,6556,1832,4730,0,0,6,2,1,3,3,2,0,0,3
2,472,0,0,35,7387,584,1434,2105,0,6,1,1,0,1,2,0,0,100
5,578,0,0,5,193,0,2758,0,0,1,7,12,8,19,1,1,1,100
0,0,0,0,21,1586,921,3315,0,0,5,1,5,0,2,2,0,0,101
1,9,0,0,9,7896,0,2156,0,0,5,3,0,2,2,2,0,0,102
1,2,0,0,24,5073,1492,3577,1735,0,6,1,1,0,5,2,0,0,101
2,295,0,0,70,9280,1279,3032,0,0,7,0,0,2,7,2,0,1,100
0,0,0,0,12,1868,0,2077,0,0,1,2,1,0,10,2,0,0,102
7,3115,3,103,52,7257,400,952,2472,0,6,1,1,1,3,2,0,0,103
6,930,0,0,22,4278,157,3922,1854,0,7,1,1,0,1,2,0,0,100
0,0,0,0,7,684,0,3473,0,0,1,0,0,3,1,0,1,0,102
1,5,0,0,9,2998,1440,4008,0,1,6,2,1,1,18,2,0,0,101
0,0,0,0,18,6234,1279,3862,0,3,6,1,1,5,2,2,0,0,101
2,1715,0,0,36,5149,0,825,0,0,0,1,3,7,5,0,1,0,102
1,13,0,0,57,7180,0,203,0,0,7,1,1,6,1,2,0,0,0
