age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,cluster,Target
38,6,1,0,0,520.0610961914062,0,0,0,9,1,56.6484489440918,2,0,0,3,100,0
19,0,1,1,0,1277.5751953125,1,0,0,9,8,85.68428802490234,0,289,6,0,101,0
42,4,1,2,0,1034.629150390625,1,0,0,8,10,85.66649627685547,2,98,3,0,101,0
31,2,0,1,1,642.824951171875,1,0,0,20,3,384.6138916015625,3,0,0,3,103,0
8,9,2,1,0,424.04010009765625,0,0,0,3,6,706.1626586914062,1,0,0,3,102,1
17,9,1,1,0,1353.0841064453125,1,0,0,21,9,470.4459533691406,1,0,0,3,102,1
10,4,2,1,0,521.8416748046875,1,0,0,28,8,114.41522979736328,1,0,0,3,0,0
39,3,2,1,0,1576.740234375,0,0,0,11,0,567.7581176757812,1,60,3,1,102,1
25,9,1,1,0,573.7185668945312,1,0,2,1,8,41.779701232910156,0,0,0,3,3,0
17,9,2,1,0,615.6015625,0,0,0,29,1,76.65873718261719,8,0,0,3,100,0
8,0,1,1,0,1301.4903564453125,0,0,1,14,1,16.807939529418945,11,0,0,3,3,0
16,4,1,2,0,1036.0133056640625,0,0,0,0,3,258.713623046875,1,89,2,0,101,0
54,8,1,1,0,2664.54638671875,0,0,0,6,7,298.0792236328125,0,84,2,0,101,0
9,5,1,1,1,1311.4560546875,0,0,1,13,1,276.9917907714844,2,0,0,3,0,0
9,1,1,1,1,502.6226501464844,1,0,0,5,8,70.8093490600586,0,214,2,0,103,0
8,8,0,1,1,165.55865478515625,1,0,0,20,0,500.6081237792969,1,0,0,3,103,0
15,5,1,1,0,1624.798828125,0,0,2,12,6,426.89520263671875,1,0,0,3,102,1
19,0,1,0,0,1856.1585693359375,0,0,0,5,8,368.6952209472656,4,0,0,3,100,0
17,8,1,1,0,985.3776245117188,0,1,0,23,2,494.2135009765625,0,0,0,3,102,1
22,9,2,1,0,1040.589111328125,0,0,0,28,1,508.411865234375,0,0,0,3,102,1
30,4,1,1,0,1181.3258056640625,1,0,0,10,0,38.118289947509766,0,189,2,0,101,0
20,9,2,1,0,646.2313842773438,0,1,0,4,8,65.81260681152344,0,0,0,3,103,0
11,4,1,2,1,142.053466796875,1,1,2,21,8,265.32086181640625,2,0,0,3,3,0
10,9,1,0,0,844.7340698242188,0,1,0,27,1,76.17234802246094,0,0,0,3,100,0
22,9,2,1,0,626.5736083984375,0,1,0,11,8,139.44227600097656,1,0,0,3,100,0
46,3,1,1,0,3298.6474609375,1,0,2,3,1,203.8059844970703,2,0,0,3,3,0
31,3,1,0,0,3513.35498046875,0,0,0,1,7,320.5065002441406,0,126,4,0,101,0
16,8,1,1,0,794.7841796875,0,0,1,26,5,29.887208938598633,7,0,0,3,100,0
13,7,1,1,0,581.4032592773438,1,0,2,11,8,422.18182373046875,0,0,0,3,102,1
7,4,2,1,0,742.3504028320312,0,0,0,12,8,225.2876739501953,0,330,4,1,101,0
10,9,1,1,0,1656.5482177734375,1,1,0,8,8,129.90980529785156,4,0,0,3,100,0
27,3,2,1,0,57.71100616455078,1,0,0,27,0,226.60459899902344,0,0,0,3,102,0
10,4,1,2,0,3537.1796875,1,0,0,14,8,229.03591918945312,0,0,0,3,3,0
15,4,2,2,0,2305.556640625,0,0,0,23,2,156.21031188964844,4,0,0,3,102,1
18,9,1,1,0,1215.0787353515625,0,0,1,7,1,211.8972625732422,4,0,0,3,0,0
15,4,1,1,0,2155.68408203125,0,0,0,28,10,47.80030822753906,4,113,3,0,101,0
16,4,2,2,0,2936.599853515625,0,0,0,28,9,111.78289794921875,1,0,0,3,0,0
35,4,1,1,0,646.9517211914062,0,0,0,20,1,73.10222625732422,9,0,0,3,0,0
12,4,1,2,0,3325.73486328125,0,1,0,18,6,104.68196868896484,1,0,0,3,100,0
17,4,2,2,0,3420.9189453125,1,0,0,29,9,122.27886962890625,1,0,0,3,3,0
4,4,1,1,1,179.31639099121094,0,1,0,21,7,314.5224914550781,1,0,0,3,103,0
11,3,1,1,1,452.9490966796875,1,0,1,22,7,138.83721923828125,11,0,0,3,103,0
10,4,1,1,1,585.4293212890625,0,0,0,6,6,71.8660888671875,1,0,0,3,103,0
6,1,1,1,0,1347.335693359375,1,0,1,11,8,167.1279754638672,0,0,0,3,102,1
9,9,0,1,1,518.91259765625,1,0,0,22,2,350.9845886230469,1,0,0,3,103,0
15,0,1,1,0,548.75927734375,1,0,1,23,8,148.30419921875,16,0,0,3,100,0
34,4,1,1,0,2226.201416015625,0,0,0,6,1,247.45579528808594,0,0,0,3,102,0
35,2,1,1,0,919.5659790039062,1,0,2,6,6,4.4287285804748535,0,0,0,3,3,0
13,4,1,2,0,587.81689453125,0,0,0,17,6,479.8298645019531,2,0,0,3,3,0
17,1,1,1,0,213.7313995361328,1,0,0,12,0,543.5914916992188,0,0,0,3,102,1
6,0,1,1,0,818.45556640625,1,1,0,27,0,599.2794189453125,1,0,0,3,100,0
10,2,1,1,0,3575.58642578125,1,0,0,5,8,201.83822631835938,1,0,0,3,3,0
16,4,1,1,0,537.5255126953125,0,0,0,25,6,19.975812911987305,8,0,0,3,100,0
16,0,1,1,0,609.1343994140625,1,0,2,5,8,234.04710388183594,1,0,0,3,3,0
18,1,2,1,0,1208.7919921875,0,0,1,26,8,899.1222534179688,2,0,0,3,102,1
23,4,1,2,1,325.5207214355469,0,1,0,6,7,273.3638916015625,1,0,0,3,103,0
20,9,2,1,0,1220.1102294921875,0,0,2,1,1,846.0452270507812,1,0,0,3,102,0
37,4,1,2,0,565.9981079101562,0,0,0,17,1,94.1340560913086,0,118,3,0,101,0
13,7,2,1,1,369.8310241699219,1,1,2,24,8,271.57794189453125,1,0,0,3,103,0
7,0,1,1,0,723.2269897460938,1,0,0,4,7,212.11383056640625,0,0,0,3,0,0
17,1,2,1,0,483.3251647949219,0,0,0,26,8,78.84904479980469,0,282,4,0,101,0
20,1,2,0,0,990.7634887695312,0,0,1,25,8,659.26171875,0,0,0,3,102,1
21,4,1,2,1,367.43072509765625,0,1,0,13,4,69.99068450927734,0,0,0,3,103,0
37,0,1,1,0,693.11279296875,1,0,2,23,8,71.50064086914062,0,0,0,3,3,0
18,0,1,1,0,685.5335693359375,1,0,2,5,8,212.90744018554688,0,0,0,3,3,0
9,4,2,2,0,722.7003173828125,0,0,0,25,1,560.650146484375,5,0,0,1,100,0
7,4,2,2,0,2253.6640625,0,0,0,10,8,250.2323455810547,1,219,2,0,101,0
20,0,1,1,0,1114.0057373046875,1,0,2,20,8,52.08696365356445,2,0,0,3,3,0
15,4,2,3,0,3392.474609375,0,0,0,2,8,323.8573913574219,1,0,0,3,102,1
15,4,1,2,0,3330.210693359375,1,0,0,1,6,209.67503356933594,2,0,0,3,3,0
9,6,0,1,0,512.5872802734375,0,0,0,5,4,289.0335693359375,0,27,0,3,102,1
19,4,1,1,1,474.5636291503906,0,0,0,18,2,318.3513488769531,3,0,0,3,103,0
22,6,1,1,0,2048.7529296875,0,0,0,8,1,261.05999755859375,4,0,0,3,0,0
7,0,1,1,0,744.8400268554688,1,0,1,16,8,128.99127197265625,2,65,4,1,101,0
16,7,1,1,0,1230.6141357421875,0,0,2,5,6,194.43836975097656,2,0,0,3,3,0
48,0,1,1,0,712.5090942382812,1,0,0,6,8,60.00243377685547,0,365,2,0,101,0
8,4,1,2,0,2039.6048583984375,0,0,0,5,4,262.12725830078125,0,134,3,0,101,0
14,0,0,1,0,800.5787963867188,1,0,0,13,7,163.56790161132812,0,290,2,0,101,0
13,5,2,1,0,1439.123046875,0,0,0,17,6,136.7565155029297,1,107,4,1,102,1
25,4,1,2,0,1289.0738525390625,0,0,0,15,0,256.5439147949219,0,35,2,0,101,0
5,0,2,1,0,972.8406372070312,1,0,0,12,8,205.0191650390625,1,342,1,0,101,0
18,4,1,0,0,507.7455139160156,0,0,2,4,8,486.1261901855469,0,0,0,3,3,0
18,5,1,1,1,446.668212890625,0,0,2,22,6,74.64897918701172,6,0,0,3,103,0
17,4,0,1,0,721.8554077148438,1,1,0,28,6,182.57810974121094,0,0,0,1,100,0
22,1,2,1,0,1353.597900390625,1,0,0,10,8,33.02165603637695,0,296,7,0,101,0
12,0,1,1,0,1242.9610595703125,1,1,0,15,8,38.95431900024414,10,0,0,3,100,0
52,4,1,0,0,3374.98974609375,0,0,1,10,1,85.33030700683594,2,0,0,3,0,0
36,3,1,1,0,1195.5518798828125,0,0,1,16,3,1021.9568481445312,2,0,0,3,102,1
36,5,1,1,0,442.08526611328125,0,0,0,8,2,133.7641143798828,0,151,4,1,102,1
13,9,1,1,0,1787.080810546875,1,0,0,7,10,509.7200012207031,2,0,0,3,102,1
21,4,1,2,0,1201.3914794921875,0,0,2,14,6,60.51239013671875,2,0,0,3,3,0
25,2,0,1,1,459.5337829589844,0,0,0,17,6,79.92125701904297,1,0,0,3,103,0
20,1,1,1,0,3671.2353515625,1,0,0,21,0,174.79623413085938,0,270,1,0,101,0
37,4,1,2,0,0.0,0,1,2,3,6,134.33160400390625,0,0,0,3,100,0
10,4,1,2,1,504.2027587890625,0,0,0,7,8,350.0916748046875,1,137,2,0,103,0
34,1,1,1,0,1231.9476318359375,0,0,0,6,4,94.10726165771484,0,0,0,3,0,0
38,1,1,0,0,1107.8858642578125,0,0,0,2,8,165.1841583251953,4,0,0,3,100,0
7,2,1,1,1,538.3820190429688,1,0,0,4,2,280.52447509765625,1,1,0,3,103,0
12,0,1,1,0,1080.9376220703125,1,0,2,15,8,359.39007568359375,2,0,0,3,3,0
17,6,1,1,0,1897.104736328125,1,0,0,8,10,113.746337890625,0,109,12,0,101,0
12,4,1,1,1,563.6605224609375,0,0,0,20,1,39.686622619628906,2,0,0,3,103,0
11,0,1,1,0,713.2930908203125,1,0,0,20,9,76.76911163330078,0,326,2,0,101,0
22,1,1,1,0,1435.774658203125,1,0,1,14,8,10.717804908752441,0,0,0,3,3,0
10,8,2,1,0,826.5152587890625,1,1,0,26,8,95.96700286865234,1,0,0,3,0,0
14,1,1,1,0,499.07470703125,1,0,2,20,8,325.1537170410156,1,0,0,3,3,0
16,0,1,1,1,569.3099365234375,0,0,0,6,8,176.88601684570312,0,0,0,3,103,0
19,9,2,1,0,535.0118408203125,0,1,0,27,1,1.0142613649368286,8,0,0,3,100,0
60,4,1,2,0,2741.718017578125,0,0,0,3,10,261.1247863769531,0,16,0,2,102,1
36,1,1,0,0,532.4053955078125,0,1,0,7,2,92.34410858154297,0,0,5,3,0,0
5,8,0,1,1,695.9021606445312,1,0,0,4,2,234.6699676513672,2,0,0,3,103,1
36,4,1,1,0,713.111572265625,0,0,2,9,8,238.64663696289062,1,0,0,3,3,0
36,5,1,1,0,3016.9970703125,0,0,0,6,8,88.14706420898438,1,155,4,1,102,1
9,0,1,1,1,931.4883422851562,1,1,0,11,7,48.64561462402344,1,238,4,0,101,0
5,7,2,1,0,124.40556335449219,1,0,0,9,8,330.2705078125,1,0,0,3,102,1
28,6,0,1,0,1835.287109375,1,0,1,8,2,356.4967041015625,0,-1,0,3,3,0
18,4,1,2,0,3493.608154296875,0,0,0,10,1,135.1886749267578,0,0,0,3,0,0
21,4,1,2,0,1278.874755859375,0,0,2,17,8,151.8054656982422,1,0,0,3,102,0
22,1,1,0,0,576.0430908203125,0,0,1,16,1,88.14905548095703,4,0,0,3,0,0
8,0,0,1,0,1848.685791015625,1,0,2,7,8,386.5053405761719,2,0,0,3,3,0
8,9,1,1,1,698.2112426757812,0,1,0,19,3,139.32769775390625,0,0,0,3,103,0
30,2,1,1,0,909.3046875,1,0,2,5,6,41.6895751953125,0,0,0,3,100,0
13,1,1,0,0,594.4946899414062,1,0,0,4,8,316.8225402832031,0,302,11,1,101,0
8,1,1,1,0,1063.2236328125,1,0,0,13,8,118.99848937988281,0,208,11,0,101,0
24,9,1,1,0,2199.394287109375,1,0,0,23,9,136.99440002441406,4,0,0,3,3,0
24,4,1,1,0,3478.371826171875,0,0,0,8,10,174.0543212890625,1,0,0,3,102,1
19,1,1,1,0,725.8285522460938,1,0,0,19,8,437.74090576171875,2,0,0,3,3,0
11,4,1,2,0,3343.28515625,0,0,0,7,6,231.2299041748047,0,0,0,3,102,1
32,5,1,1,0,837.8290405273438,0,0,1,3,6,488.26336669921875,1,0,0,3,102,1
18,8,1,1,1,68.88189697265625,1,0,0,25,7,262.427978515625,1,0,0,3,103,0
9,6,1,1,1,582.1188354492188,0,0,0,6,2,91.44920349121094,1,125,0,3,103,0
8,0,2,1,0,689.9203491210938,1,1,0,29,8,272.408447265625,0,310,4,1,101,1
9,7,1,1,1,348.6033630371094,0,0,0,23,7,251.3820037841797,1,0,0,3,103,0
18,4,1,2,0,2414.293212890625,1,0,0,25,1,149.9540557861328,3,0,0,3,0,0
13,7,2,2,0,3151.423095703125,1,0,0,15,0,401.0157775878906,0,247,2,0,102,1
4,0,2,1,0,917.1419677734375,1,0,2,9,8,258.1496887207031,1,0,0,3,3,0
43,3,1,1,0,1939.3665771484375,0,0,0,16,1,75.47731018066406,0,0,0,3,102,1
16,0,1,1,0,1683.103271484375,1,0,2,7,8,304.3949890136719,1,0,0,3,3,0
18,1,2,1,0,2111.975830078125,1,0,0,11,0,37.49544143676758,3,250,1,1,101,0
12,3,1,1,0,3079.13232421875,1,0,0,2,3,226.19683837890625,1,0,0,3,102,1
6,7,1,1,1,200.9539031982422,1,0,0,7,2,283.2991027832031,0,0,0,3,103,1
6,0,1,1,0,3421.1171875,1,0,0,26,8,146.44784545898438,0,0,0,1,101,0
9,2,0,1,1,502.7328186035156,1,0,2,30,6,30.273447036743164,17,0,0,3,103,0
10,9,1,1,0,1152.7821044921875,1,0,0,9,8,98.48588562011719,1,0,0,3,3,0
12,4,1,2,0,1329.683837890625,0,1,0,5,8,275.0532531738281,0,0,0,3,3,0
12,1,2,1,0,1131.553955078125,0,0,0,11,8,525.7877807617188,0,0,0,3,102,1
25,0,1,1,0,498.404541015625,0,0,0,6,3,234.9794921875,0,61,0,1,102,1
23,7,1,1,1,161.70716857910156,0,0,2,15,6,70.70033264160156,0,0,0,3,103,0
11,1,1,1,0,1420.5704345703125,1,0,2,11,8,230.03915405273438,0,0,0,3,3,0
39,3,1,0,0,3532.49365234375,1,0,0,5,9,180.27944946289062,0,30,4,1,101,0
17,8,1,1,0,659.72509765625,0,0,0,23,1,808.5321044921875,3,0,0,3,102,1
7,0,2,1,0,1351.0953369140625,0,0,0,7,5,366.4062194824219,0,0,0,3,102,1
13,1,1,1,1,293.63397216796875,1,0,0,22,7,427.88275146484375,1,0,0,3,103,0
29,8,1,1,1,548.5498657226562,0,0,0,5,7,81.29008483886719,2,4,0,3,103,0
2,6,2,1,1,532.7664184570312,0,0,0,9,2,249.05215454101562,1,0,0,3,103,0
31,5,1,0,0,525.1510620117188,0,0,0,4,6,839.8154907226562,1,0,0,3,102,1
11,9,1,1,0,494.59625244140625,0,0,0,20,1,162.68670654296875,2,0,0,3,0,0
17,9,1,1,0,3339.4169921875,0,0,0,27,1,381.4962158203125,0,0,0,3,0,0
11,4,1,2,1,131.9844970703125,1,1,0,3,8,96.1913070678711,0,0,0,3,103,0
31,4,1,3,0,1224.846435546875,1,1,2,29,5,170.7218017578125,0,0,0,3,100,0
9,4,1,1,0,586.4700317382812,0,0,0,4,10,103.15745544433594,1,143,2,1,101,1
36,5,1,1,0,748.7655639648438,0,0,0,8,1,103.02774810791016,0,150,1,0,101,0
46,9,1,1,0,1461.5799560546875,0,0,0,11,0,1120.2613525390625,2,0,0,3,102,1
19,1,1,0,1,147.15493774414062,0,0,0,27,8,256.2643737792969,0,297,5,0,103,0
18,4,1,2,0,3369.091552734375,1,0,0,7,9,101.90180206298828,0,0,0,3,3,0
25,1,1,1,0,903.9702758789062,0,0,0,19,1,1011.6679077148438,2,0,0,3,102,1
12,9,1,1,0,620.1447143554688,0,0,0,4,1,201.94488525390625,0,0,0,3,102,1
5,9,1,1,0,3599.9990234375,1,0,0,15,8,212.94895935058594,4,27,0,1,101,0
38,5,1,1,0,2943.070068359375,0,0,0,4,6,81.4564437866211,0,0,0,3,102,1
40,5,1,0,0,3367.520751953125,0,1,0,26,6,143.20736694335938,1,0,0,3,100,0
15,4,2,2,0,813.1815795898438,1,1,0,16,8,507.7810974121094,0,0,0,3,100,0
15,4,1,2,0,3612.138427734375,1,0,0,17,0,168.50511169433594,0,265,2,0,101,0
28,7,1,2,1,203.71063232421875,1,0,2,21,8,387.2480773925781,0,0,0,3,103,0
7,7,2,1,1,178.44168090820312,1,0,0,8,8,281.12994384765625,1,0,0,3,103,0
15,9,1,1,0,735.6083374023438,1,0,2,27,9,113.36735534667969,2,0,0,3,0,0
21,0,0,1,0,969.4432373046875,0,0,1,6,8,216.20419311523438,1,0,0,3,3,0
14,9,1,1,0,558.0968017578125,1,0,0,20,1,213.78933715820312,16,0,0,3,100,0
6,4,1,2,0,711.7891845703125,0,0,0,2,4,261.6791687011719,0,150,2,0,101,0
19,4,1,2,0,893.972900390625,1,0,0,25,8,758.3384399414062,0,0,0,3,102,1
32,4,1,0,0,3809.61328125,0,1,0,7,6,61.41998291015625,0,137,4,1,101,0
14,8,1,1,0,558.6978759765625,0,0,0,21,1,140.10348510742188,1,0,0,3,0,0
15,4,1,1,0,1197.88916015625,0,0,0,3,9,231.11196899414062,1,218,4,2,102,0
8,9,2,1,0,531.6240844726562,0,0,0,27,1,924.329345703125,16,0,0,3,102,0
11,4,1,2,0,689.3951416015625,1,1,2,18,6,69.53864288330078,2,0,0,3,100,0
12,4,2,1,0,3012.972900390625,0,0,0,27,8,111.14936065673828,0,160,3,0,101,0
15,3,2,1,0,1275.2784423828125,0,0,0,8,7,658.5858764648438,1,96,4,1,102,1
41,5,1,1,0,482.2012939453125,0,1,0,26,5,252.90863037109375,0,0,0,3,100,0
14,4,1,2,0,533.5745239257812,0,0,0,14,1,71.16373443603516,1,0,0,3,0,0
20,8,1,1,0,877.8941650390625,1,0,0,20,9,201.15394592285156,16,0,0,3,100,0
36,3,1,1,0,3366.287841796875,0,0,0,9,7,34.86172103881836,1,130,4,1,101,0
39,4,1,0,1,518.2096557617188,0,0,0,26,1,173.76446533203125,2,0,0,3,103,0
37,4,1,2,0,1682.5283203125,1,0,0,3,9,125.81636047363281,2,0,0,3,0,0
20,4,1,0,1,580.900390625,0,0,0,27,5,93.39237213134766,0,0,0,3,103,0
6,6,1,1,0,745.5361328125,0,0,0,8,2,233.14801025390625,0,286,12,0,101,0
48,8,1,1,0,759.4529418945312,0,0,0,27,3,106.70085906982422,0,0,0,3,0,0
44,4,1,1,0,1865.61083984375,0,0,0,26,1,106.02984619140625,0,14,1,0,101,0
12,4,1,2,0,869.3408203125,0,0,0,28,1,21.599651336669922,6,0,0,3,100,0
16,5,1,1,0,1942.1536865234375,0,0,1,2,8,49.50739669799805,0,0,0,3,3,0
9,0,0,1,1,227.01904296875,1,0,2,17,8,53.113685607910156,0,0,0,3,103,0
7,4,2,1,0,1038.559814453125,0,0,0,2,7,279.64404296875,0,66,4,1,101,0
15,2,1,1,1,487.9644775390625,0,0,0,5,2,124.40013122558594,2,0,0,3,103,0
27,0,1,0,0,3229.0556640625,0,0,0,22,1,60.99357604980469,6,0,0,3,3,0
34,4,1,1,0,485.56866455078125,0,0,0,8,3,185.1945343017578,1,160,2,0,101,0
29,1,1,0,0,594.0527954101562,0,0,2,16,6,105.69571685791016,2,0,0,3,3,0
25,9,0,1,0,1232.199462890625,0,0,0,7,0,292.1776123046875,1,0,0,3,102,1
17,0,1,1,0,3073.55029296875,0,0,2,1,6,36.71055603027344,0,0,0,3,3,0
18,1,1,0,0,909.1344604492188,1,0,1,6,5,680.468017578125,0,0,0,3,3,0
8,2,0,1,1,764.84716796875,1,0,0,7,1,343.44677734375,0,208,0,1,103,1
18,9,2,1,0,2066.36962890625,0,0,0,17,9,332.99005126953125,1,0,0,3,102,1
27,9,1,1,0,1671.0352783203125,0,0,0,5,6,107.99815368652344,4,0,0,3,102,0
28,9,1,1,0,992.3135986328125,1,0,0,1,1,671.51611328125,0,0,0,3,102,1
9,9,1,2,0,786.1987915039062,1,0,0,22,1,84.91667175292969,0,0,0,3,0,0
38,5,1,1,0,844.7166748046875,0,1,1,4,7,79.5901107788086,2,0,0,3,100,0
32,4,1,1,0,3603.0439453125,0,0,0,25,7,108.0206298828125,1,43,3,1,101,0
20,9,1,1,0,2094.642578125,0,0,0,24,1,130.0615997314453,0,0,0,3,0,0
13,5,1,1,0,480.6092224121094,0,0,0,28,1,70.9909439086914,13,0,0,3,100,0
18,8,2,1,0,1715.8935546875,1,0,0,29,0,49.859249114990234,1,0,0,3,0,0
17,1,1,0,0,588.5400390625,0,0,0,20,6,309.2602844238281,0,117,15,0,101,0
31,0,0,3,0,475.7308349609375,1,0,0,5,8,336.9309387207031,0,0,0,3,102,1
18,0,1,1,0,2009.57861328125,1,0,1,24,5,191.55751037597656,2,0,0,3,100,0
12,4,1,1,1,180.18753051757812,0,0,0,23,5,327.27630615234375,0,0,0,3,103,0
43,6,1,2,0,3136.755859375,0,0,2,18,6,29.937580108642578,4,0,0,3,3,0
13,1,1,0,0,930.2221069335938,1,0,0,8,8,128.0110321044922,0,52,11,0,101,0
36,8,1,1,0,1341.6837158203125,0,0,0,8,4,282.6534118652344,0,0,0,3,0,0
14,7,0,1,0,673.1851196289062,1,0,2,6,8,325.05255126953125,0,0,0,3,102,0
23,3,1,1,0,3526.199951171875,0,0,0,21,1,486.6983337402344,3,14,3,1,102,1
16,0,1,1,0,441.3238830566406,0,0,1,26,5,132.62689208984375,5,0,0,3,100,0
35,3,1,1,0,811.2581787109375,1,0,0,6,8,107.76155853271484,0,294,4,0,101,0
54,5,2,1,0,796.4573364257812,0,0,0,21,11,66.51484680175781,0,188,4,1,102,1
7,1,2,1,0,235.89613342285156,1,0,1,11,8,19.81721305847168,0,0,0,3,100,0
10,3,2,1,0,1612.396728515625,1,0,0,10,9,18.04796028137207,1,317,15,0,101,0
31,3,1,1,0,1729.4061279296875,1,0,0,6,0,184.59170532226562,1,0,0,3,0,0
12,4,1,2,0,3169.191650390625,0,0,0,18,6,151.42213439941406,0,0,0,3,102,0
28,5,1,1,0,3567.949462890625,0,0,1,3,6,-3.251713752746582,1,0,0,3,100,0
21,9,0,1,0,1695.766845703125,1,0,0,9,1,299.79730224609375,0,0,0,3,101,0
36,4,1,2,0,2145.602294921875,0,0,2,6,8,33.61036682128906,4,0,0,3,3,0
9,7,1,1,1,528.159912109375,1,0,0,9,2,359.219970703125,1,0,0,3,103,0
14,4,1,2,1,705.7481079101562,0,0,0,22,1,311.3394470214844,3,0,0,3,103,0
13,1,1,1,1,512.521240234375,0,0,0,5,6,377.17218017578125,1,0,0,3,103,0
19,1,2,1,1,505.3705749511719,1,0,0,7,4,97.30572509765625,0,241,2,0,103,0
11,1,1,0,0,961.6561279296875,0,0,1,4,5,374.336181640625,2,0,0,3,100,0
1,0,2,1,0,403.9788513183594,0,1,1,28,8,75.0591049194336,1,0,0,3,100,0
10,0,2,1,0,484.62091064453125,0,0,1,30,1,56.73384094238281,7,0,0,3,0,0
20,9,2,1,0,1013.3899536132812,1,0,0,20,0,213.82229614257812,3,0,0,3,0,0
14,8,0,1,1,231.08251953125,0,0,0,23,7,116.939453125,3,0,0,3,103,0
54,7,1,1,0,935.5958862304688,0,0,1,5,2,1293.8572998046875,2,1,0,3,102,1
10,4,1,2,1,575.5782470703125,0,1,0,22,2,450.5691223144531,4,0,0,3,103,0
37,0,1,1,0,3408.451416015625,1,0,0,20,8,435.7580261230469,1,0,0,1,3,0
5,4,1,1,1,549.4703979492188,0,0,0,23,2,79.9012222290039,2,0,0,3,103,0
17,4,1,2,0,1363.8668212890625,0,1,0,10,2,117.15716552734375,1,0,0,3,0,0
29,4,1,2,0,3280.46923828125,0,0,2,26,6,60.95336151123047,6,0,0,3,100,0
32,9,1,1,0,587.05517578125,0,0,0,19,1,214.0167694091797,3,0,0,3,0,0
15,5,0,1,0,1815.1370849609375,0,0,0,11,8,716.7957763671875,0,133,4,1,102,1
15,8,1,1,0,812.5037231445312,0,0,0,5,3,204.92755126953125,0,115,2,0,101,0
6,0,1,1,0,1159.2100830078125,1,0,2,9,9,236.8460693359375,0,0,0,3,3,0
37,5,1,1,0,2841.3359375,0,1,0,3,8,187.33746337890625,0,0,0,3,3,0
33,1,1,0,0,855.8405151367188,1,0,2,18,8,76.9756851196289,0,0,0,3,3,0
10,6,2,1,0,568.8662109375,0,0,0,8,8,50.1013298034668,1,306,2,0,101,0
10,9,1,2,0,206.86915588378906,1,1,0,12,8,240.47389221191406,0,293,7,1,101,0
27,9,1,1,0,1141.298095703125,0,0,1,21,1,13.465394973754883,12,0,0,3,100,0
38,4,1,1,0,2212.578857421875,0,0,0,8,10,153.99317932128906,0,0,0,3,0,0
13,6,1,1,0,1171.272705078125,1,0,0,25,0,883.767822265625,2,0,0,3,0,0
9,4,0,2,1,554.7247924804688,1,0,0,20,2,342.35693359375,1,0,0,3,0,0
20,1,1,1,0,2812.977294921875,1,0,0,26,0,331.7644348144531,2,0,0,3,0,0
11,9,1,1,0,1254.8916015625,0,0,0,26,1,134.68812561035156,0,26,1,0,101,0
18,9,1,1,0,606.6364135742188,0,0,0,27,3,275.8044738769531,0,0,0,3,100,0
12,4,1,2,0,519.3843994140625,0,0,0,20,2,204.892578125,2,0,0,3,0,0
10,4,2,2,0,2886.260986328125,1,1,0,29,8,132.41314697265625,1,0,0,3,100,0
18,0,1,0,0,1279.110595703125,0,1,0,10,8,44.243526458740234,0,0,0,3,100,0
28,9,1,1,0,510.6328125,0,0,0,21,1,48.98779296875,3,0,0,3,0,0
38,4,1,0,0,1965.51708984375,0,0,0,9,1,213.95152282714844,0,0,0,3,102,1
20,0,1,1,0,547.5302734375,1,0,2,25,8,308.46905517578125,2,0,0,3,3,0
11,9,1,2,0,2672.92626953125,1,0,0,6,9,84.00289916992188,3,0,0,3,0,0
49,9,1,1,0,1567.8531494140625,0,0,0,7,6,360.35589599609375,4,0,0,3,102,1
18,0,2,1,0,1285.6434326171875,1,0,0,5,8,452.5885009765625,1,0,0,3,100,1
24,6,0,1,0,1531.865966796875,0,0,0,8,1,771.6109619140625,3,26,0,1,102,1
52,5,1,1,0,971.9822387695312,0,0,0,7,10,180.1536865234375,0,0,0,3,102,1
16,4,1,2,0,3587.14111328125,0,0,0,22,6,388.7198486328125,4,50,4,1,102,1
31,1,1,0,0,516.1397094726562,0,0,0,4,6,83.50402069091797,1,0,0,3,3,0
30,4,1,0,0,452.3446350097656,0,0,0,5,4,46.574893951416016,0,0,0,3,102,1
51,5,1,1,0,1572.7113037109375,0,0,1,14,7,267.4891052246094,4,56,4,1,102,1
19,0,1,1,0,521.9109497070312,1,0,2,6,8,321.755615234375,0,0,0,3,3,0
10,0,2,1,0,282.9924011230469,1,0,1,16,8,392.5190124511719,1,0,0,3,3,0
22,4,1,2,0,552.2223510742188,1,0,2,13,6,13.097097396850586,0,0,0,3,3,0
18,2,1,2,0,476.70147705078125,1,0,0,3,4,166.96153259277344,0,183,2,0,101,0
5,0,2,1,0,784.0286254882812,1,0,0,5,8,254.0619659423828,0,335,4,0,101,0
10,3,0,1,0,833.7813110351562,1,0,0,5,0,228.48394775390625,1,216,0,0,101,0
20,9,1,2,1,232.9934844970703,0,1,0,21,8,357.62237548828125,1,0,0,3,103,0
6,1,1,1,1,820.7089233398438,1,0,0,21,1,240.18177795410156,1,0,0,3,103,0
30,6,1,1,0,1248.6256103515625,0,0,0,8,1,55.87742233276367,2,0,0,3,0,0
8,1,2,1,0,1083.8179931640625,0,0,1,27,8,678.7329711914062,0,0,0,3,102,1
11,9,2,1,0,687.8518676757812,1,0,0,27,3,230.04270935058594,3,0,0,3,0,0
