AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,cluster,OUTCOME
2,1,0,1,2,2,6663.0595703125,1,0,1,1,0,8,0,2,0,3,3,0
2,1,0,1,0,0,7350.447265625,1,0,1,0,0,21,0,0,0,0,101,0
1,0,0,1,0,2,2686.4775390625,0,0,0,1,0,21,0,1,0,3,101,0
1,0,0,1,0,0,8177.54736328125,1,1,0,1,0,13,0,0,0,5,1,0
1,0,0,0,0,0,9289.552734375,1,1,0,1,0,10,0,0,0,0,2,1
0,0,0,0,0,1,1072.2393798828125,1,1,0,1,0,14,0,0,0,0,2,1
0,0,0,0,0,1,1120.30859375,1,1,0,1,2,21,0,0,0,0,101,0
3,0,0,3,2,2,8590.1357421875,1,0,1,1,0,8,0,2,0,1,3,0
1,0,0,0,0,1,1542.3297119140625,0,0,0,0,0,8,1,0,0,1,103,0
3,1,0,1,2,2,8230.17578125,1,0,0,1,0,13,0,2,0,3,100,0
1,0,0,1,2,2,8297.9912109375,1,1,0,0,2,12,0,0,0,0,1,0
1,0,0,0,0,0,1176.9483642578125,0,1,1,0,0,8,0,1,0,1,2,1
2,1,0,1,0,1,9269.63671875,1,1,0,1,0,11,0,3,0,3,3,0
3,1,0,2,0,2,6952.0263671875,1,1,1,1,0,8,0,2,0,2,1,0
1,1,0,1,0,1,4598.650390625,1,1,0,0,0,10,0,0,0,1,1,0
2,0,0,1,1,2,7864.67333984375,1,1,1,1,0,8,0,2,2,0,100,0
2,1,0,2,0,1,7107.1396484375,1,1,1,0,0,8,1,2,0,1,103,0
0,0,0,0,0,0,6486.9716796875,0,1,0,1,2,7,0,0,0,0,2,1
1,0,0,1,0,3,3047.089111328125,0,1,1,1,0,8,0,2,0,0,2,0
1,1,0,1,0,1,6654.7978515625,1,0,1,0,0,17,1,1,0,1,103,0
1,0,0,1,1,3,4888.7138671875,0,0,0,0,0,11,0,2,0,0,2,1
2,1,1,1,0,0,6608.23876953125,1,1,0,1,0,8,0,1,0,1,102,0
0,0,0,0,0,1,8152.69775390625,1,1,0,0,0,21,0,0,0,0,101,0
0,1,0,0,0,1,8986.3974609375,0,1,0,0,0,12,0,0,0,0,2,0
1,0,0,1,0,2,6682.005859375,0,1,0,1,0,7,1,0,0,0,103,1
1,0,0,1,0,0,7249.5087890625,0,1,0,0,2,13,0,2,0,1,2,1
3,1,0,2,0,2,4242.5400390625,0,0,0,1,0,7,0,2,2,4,100,0
0,1,0,0,0,1,9495.8935546875,1,1,0,1,0,14,1,0,0,0,103,0
0,1,0,0,0,0,3561.851806640625,1,1,0,0,0,12,0,0,0,1,2,0
2,1,0,1,2,2,7680.1103515625,1,0,1,1,0,9,0,2,0,3,1,0
1,1,0,1,0,2,1388.2232666015625,0,1,0,1,0,5,1,2,0,1,103,1
0,1,0,0,1,1,1121.4786376953125,1,1,0,0,0,17,1,0,0,0,103,1
1,0,0,0,1,0,6688.8466796875,1,1,0,1,0,10,1,0,0,0,103,0
3,0,0,1,0,1,5672.88916015625,1,1,1,1,0,8,0,1,1,1,100,0
1,0,0,1,1,1,8387.9697265625,1,0,0,0,2,8,1,1,0,1,103,0
3,0,0,2,2,2,7310.31201171875,1,1,1,1,0,11,0,2,0,2,1,0
3,0,0,2,0,2,8139.1083984375,1,0,1,1,0,8,1,2,0,2,103,0
2,0,0,0,0,0,5133.16552734375,1,1,0,1,0,12,0,0,0,0,1,0
0,0,0,0,0,0,3427.484619140625,1,1,0,0,0,16,0,0,0,0,101,0
2,0,0,1,0,0,1166.830322265625,1,0,0,0,0,16,1,2,0,1,103,0
0,0,0,0,0,3,2457.334716796875,0,1,0,0,2,10,0,0,0,0,2,0
0,0,0,1,2,0,6965.6181640625,1,0,1,1,2,8,0,1,0,0,1,0
2,0,0,1,2,2,5707.39990234375,1,1,1,0,0,12,0,2,0,3,3,0
3,1,0,1,0,2,5485.771484375,1,1,1,1,0,21,0,3,0,1,101,0
1,1,0,1,0,2,9117.0498046875,0,1,0,0,0,13,0,1,1,1,101,0
1,1,0,0,0,1,542.8094482421875,1,1,0,0,0,11,0,0,0,1,2,1
0,0,0,0,0,1,2323.60546875,0,1,0,0,0,12,0,0,0,0,2,1
0,0,0,0,0,1,422.5332946777344,0,1,0,0,0,13,0,0,0,0,2,1
1,0,1,0,0,1,3652.312255859375,0,1,0,1,2,8,0,0,0,0,102,1
1,1,0,1,0,1,930.271728515625,1,1,0,0,0,21,0,1,0,3,101,0
2,0,0,0,0,0,7935.96240234375,1,1,0,0,0,13,0,0,0,0,2,0
2,0,0,1,0,0,7343.3486328125,0,0,1,1,0,8,0,3,0,2,1,0
2,1,0,2,0,1,5085.326171875,1,0,1,1,0,8,0,5,0,3,3,0
3,0,0,0,2,2,6962.77685546875,1,1,0,1,0,9,0,0,0,0,2,1
3,0,0,3,0,2,7588.701171875,1,1,1,1,0,6,0,2,2,3,100,0
1,1,0,1,0,2,9259.2109375,1,1,0,0,3,7,0,2,0,0,2,1
1,1,0,1,0,1,9159.57421875,0,0,1,0,0,14,0,2,0,1,1,0
3,1,0,3,0,2,3020.026611328125,1,1,1,1,0,8,0,6,2,7,100,0
2,0,0,1,1,0,7230.33935546875,0,0,1,1,0,8,0,1,0,1,1,0
2,0,0,1,0,0,4810.43603515625,1,0,0,1,0,11,0,0,0,1,1,0
0,0,0,0,0,3,4109.759765625,1,1,1,1,0,5,0,0,0,0,2,1
0,1,0,0,0,1,391.44415283203125,1,0,0,0,2,17,0,0,0,0,2,1
1,1,0,1,1,1,9192.3251953125,1,0,0,0,0,11,0,2,0,1,3,0
1,1,0,1,0,0,6446.1318359375,1,1,1,1,0,11,0,1,0,2,1,0
0,0,0,0,0,1,2050.338623046875,0,1,0,0,2,12,0,0,0,1,101,0
1,0,0,0,1,0,7765.927734375,1,0,1,0,0,10,1,0,0,1,103,0
2,1,0,2,0,2,4253.8212890625,0,1,0,1,1,7,0,2,0,3,100,0
2,1,0,2,0,2,9039.7734375,1,0,1,0,0,8,1,2,0,1,103,0
1,0,0,1,0,1,9165.580078125,1,1,0,0,0,13,0,1,1,1,101,0
1,0,0,1,2,0,7095.71435546875,1,1,1,1,0,9,0,2,0,4,1,0
2,1,0,2,0,0,7822.6953125,1,1,1,1,0,8,0,2,0,3,1,0
2,1,0,2,2,0,7482.16064453125,1,0,1,0,0,10,0,2,1,1,100,0
2,0,0,2,0,0,5199.8994140625,0,1,1,1,1,7,0,4,0,3,3,0
3,1,0,2,2,0,7783.37646484375,1,0,1,1,0,12,0,2,0,5,100,0
1,0,0,1,0,2,9201.0966796875,0,1,0,1,0,14,0,1,0,1,1,0
3,1,0,2,2,2,6555.865234375,1,0,1,0,0,10,1,1,0,3,103,1
3,1,0,1,2,2,9265.21875,0,0,1,0,0,8,0,2,0,1,3,0
2,0,0,1,0,2,8836.51171875,0,1,1,1,1,8,0,2,1,1,100,0
1,0,0,0,0,2,3552.945556640625,0,0,0,0,0,10,1,0,0,0,103,1
2,0,0,1,0,0,6311.47021484375,1,1,1,1,0,8,0,2,0,1,1,0
3,0,0,3,2,2,7909.13916015625,1,1,1,1,2,7,0,3,1,3,100,0
0,0,0,0,1,1,7623.1982421875,1,1,0,0,0,16,1,0,0,0,103,0
0,1,0,0,2,1,9292.5615234375,0,1,1,0,2,21,0,0,0,0,101,1
2,1,0,2,2,2,8522.4423828125,1,0,1,1,0,8,0,2,0,5,3,0
3,1,0,3,0,0,7024.662109375,1,0,1,1,0,8,0,1,0,3,3,0
1,1,0,1,0,0,7279.81884765625,1,1,1,1,2,7,0,0,0,0,1,1
1,0,0,1,2,0,7764.95947265625,1,1,1,0,1,9,0,0,0,1,2,0
2,0,0,1,0,1,3261.517578125,1,1,0,1,2,21,0,0,0,0,101,0
1,1,0,1,1,1,2571.8720703125,1,1,1,1,0,8,0,2,0,1,100,0
2,0,0,1,0,2,6664.09033203125,0,1,1,1,2,8,0,2,0,0,1,0
3,1,0,0,0,2,7475.4375,1,1,1,1,2,5,0,6,2,0,100,0
2,1,0,2,0,2,8276.662109375,0,0,1,0,0,7,1,5,0,3,103,0
3,0,0,2,2,2,7141.02783203125,1,1,0,1,0,7,0,2,0,2,3,0
3,0,0,3,2,2,8078.8212890625,1,1,1,1,0,9,0,2,1,4,100,0
1,1,0,0,0,2,9266.1943359375,1,1,0,1,0,21,0,0,0,1,101,1
0,0,0,0,0,0,1917.1441650390625,1,1,0,0,0,11,1,0,0,0,103,1
2,1,0,2,2,2,8871.203125,1,1,1,1,0,6,0,2,0,3,1,0
3,1,0,3,2,2,7138.6640625,1,0,1,1,0,11,0,2,0,3,3,0
3,1,0,2,0,2,6837.70458984375,0,1,0,1,0,8,0,3,0,2,3,0
1,0,0,0,0,1,706.7153930664062,0,1,0,0,2,10,0,0,0,0,2,1
2,0,0,2,2,2,8349.470703125,1,0,1,1,0,6,0,4,1,1,100,0
3,1,0,3,0,2,5506.15771484375,1,1,1,1,0,8,0,5,0,1,3,1
3,1,0,2,2,2,9014.951171875,1,0,1,1,0,8,0,2,0,9,100,0
1,1,0,1,0,0,5837.60888671875,1,1,1,1,0,8,0,1,0,1,1,0
2,0,0,0,0,0,6524.111328125,1,1,0,1,0,12,0,0,0,4,1,0
2,1,0,2,0,0,5012.3212890625,0,1,1,1,1,8,0,2,0,1,1,0
2,0,0,1,0,2,6632.41162109375,0,0,0,0,0,12,0,1,0,2,1,0
3,1,0,2,2,2,7864.1337890625,1,1,1,1,1,8,0,4,1,1,100,0
0,0,0,0,0,1,1456.2572021484375,0,0,0,0,0,12,0,0,0,0,2,1
1,0,0,1,0,1,1016.1510009765625,0,1,0,0,0,13,0,1,0,3,2,1
0,1,0,0,0,1,1190.4300537109375,0,1,0,0,0,16,1,0,0,0,103,1
2,0,0,0,0,0,7397.91015625,1,0,0,0,0,11,0,0,0,4,1,0
2,1,0,0,2,2,7359.28466796875,0,0,1,1,2,7,0,2,0,0,1,0
2,0,0,2,2,2,7150.67578125,1,1,1,1,0,12,0,0,0,0,102,0
0,0,0,0,0,1,3779.427490234375,0,1,0,0,2,21,0,0,0,0,101,1
1,1,0,0,0,1,9340.826171875,0,1,0,0,0,16,1,0,0,0,103,1
2,0,0,1,0,2,8561.17578125,1,1,1,1,2,8,0,1,1,1,100,0
0,1,0,0,0,0,3060.232421875,1,0,1,0,0,12,1,0,0,0,103,0
2,1,0,1,0,2,7703.173828125,1,1,1,1,0,10,0,1,1,2,100,0
1,0,0,2,0,2,9085.9912109375,0,0,0,1,0,21,0,2,0,0,101,0
2,1,0,1,0,2,8636.3974609375,1,0,0,1,0,11,0,1,0,4,1,0
3,0,0,3,0,2,7911.47705078125,1,1,1,1,1,6,0,3,2,3,100,0
1,0,0,1,1,2,9167.0546875,0,0,1,0,0,9,0,0,0,0,101,0
2,1,0,1,0,0,7709.45263671875,1,0,1,1,0,16,0,3,2,1,100,0
0,0,0,0,0,0,936.857421875,0,0,0,0,0,16,1,1,0,6,103,0
2,0,0,2,2,2,8661.650390625,1,0,1,0,0,9,0,1,0,1,1,0
3,1,0,3,0,2,8374.255859375,1,1,1,1,0,7,0,6,2,2,100,0
0,0,0,0,0,1,1794.1973876953125,1,1,0,0,0,11,0,0,0,0,2,0
3,1,0,3,0,1,5417.10302734375,1,1,0,1,0,8,0,2,0,4,3,0
3,1,0,1,2,2,9269.2841796875,1,1,1,1,0,9,0,0,0,3,1,0
0,0,0,0,0,1,8928.0126953125,0,1,0,0,1,15,1,2,0,1,103,0
1,0,1,0,0,2,3490.534423828125,0,1,1,0,0,21,0,0,0,0,101,1
0,0,0,0,0,0,2955.33837890625,0,0,0,0,2,21,0,0,0,0,101,0
1,0,0,1,0,2,9321.689453125,0,1,0,1,1,21,0,0,0,0,101,0
2,1,0,0,0,2,8647.5810546875,1,1,0,1,0,12,0,0,0,0,1,0
2,0,0,2,0,2,8485.2080078125,0,0,1,1,2,6,0,2,0,2,1,0
2,1,0,2,1,2,8107.8330078125,1,1,0,1,1,8,0,2,0,2,3,0
1,1,0,0,1,1,9222.439453125,0,0,1,0,0,8,1,1,0,1,103,1
2,1,0,1,0,2,8385.3212890625,1,0,1,0,0,6,1,1,0,1,103,1
0,0,0,0,0,1,5056.251953125,1,1,0,0,0,12,0,0,0,0,101,0
2,0,0,0,0,2,7855.748046875,0,1,0,1,1,21,0,0,0,0,101,0
2,1,0,1,0,0,5972.86474609375,0,0,1,1,0,8,0,1,2,2,100,1
2,1,0,2,0,2,7682.45458984375,0,0,1,1,1,8,0,2,0,3,3,0
0,0,0,0,0,1,1091.436279296875,0,1,0,0,0,16,0,0,0,0,101,0
1,1,0,1,0,2,4119.404296875,0,0,1,1,0,8,0,2,1,1,100,0
0,1,0,0,0,1,726.7979125976562,1,1,0,0,0,10,0,0,0,0,2,1
0,0,0,0,0,1,805.3829345703125,0,1,0,0,1,13,0,0,0,0,2,1
1,0,0,0,1,3,9074.3115234375,0,0,0,1,2,9,0,0,0,0,2,1
0,0,0,0,0,3,3127.53076171875,0,1,0,1,1,11,1,0,0,0,2,1
1,0,0,0,0,2,7611.4296875,1,0,1,1,0,21,0,0,0,0,101,0
1,0,0,0,0,1,8243.1259765625,1,1,1,0,0,21,0,0,1,0,101,0
3,0,0,3,2,2,6517.25537109375,1,1,1,1,2,8,0,2,1,0,100,0
1,0,0,1,0,1,7680.4541015625,1,0,0,0,0,21,0,1,0,1,101,0
3,0,0,3,0,2,7108.3662109375,0,1,1,1,0,8,0,0,0,0,1,0
3,1,0,3,0,2,3543.62646484375,1,0,1,1,0,12,0,2,0,9,100,0
0,0,0,0,0,1,2480.44970703125,0,1,0,0,2,16,0,0,0,0,2,1
1,1,1,1,0,0,3942.116455078125,0,0,0,1,2,8,0,1,0,0,102,1
2,0,0,0,2,2,7335.31591796875,0,1,0,0,0,9,1,3,0,0,103,0
1,1,0,1,0,1,9413.7880859375,1,1,0,0,0,21,0,0,0,1,101,0
2,0,0,1,1,2,9358.9296875,1,0,0,1,0,11,0,0,0,1,1,0
1,1,0,1,1,2,6404.42333984375,1,1,0,0,0,9,1,3,0,1,103,0
1,1,0,1,0,0,6445.0498046875,1,1,1,0,0,10,0,1,0,1,1,0
2,1,0,2,1,2,6974.228515625,1,0,0,0,0,16,1,2,0,1,103,0
0,0,0,0,0,1,1018.1192626953125,1,1,0,0,0,12,0,0,0,0,2,1
2,0,0,1,0,2,6928.6865234375,1,0,1,1,2,21,0,0,0,0,101,0
2,0,0,2,0,2,8398.02734375,1,1,1,1,2,4,0,2,0,0,100,1
0,0,0,1,0,1,3721.576171875,0,1,0,0,0,12,0,0,0,0,2,0
3,0,0,2,0,0,5540.978515625,1,0,0,1,0,11,0,2,0,4,3,0
2,1,0,2,2,2,7834.595703125,1,0,1,1,1,5,0,4,0,3,3,0
2,0,0,3,2,2,8682.7451171875,1,0,1,1,1,7,0,2,0,0,1,0
0,1,0,0,0,1,875.6660766601562,1,1,0,0,2,12,0,0,0,0,2,1
1,1,0,1,0,1,8972.2373046875,1,1,1,0,0,10,0,1,2,1,100,0
2,1,0,0,0,2,7906.13427734375,0,0,0,1,0,21,0,0,0,0,101,0
2,0,0,2,2,2,7311.0498046875,0,0,1,1,2,7,0,2,2,0,100,0
2,0,0,2,0,0,6076.076171875,1,1,1,1,0,11,0,2,0,1,1,0
2,1,0,1,2,2,6810.6728515625,1,0,1,0,0,8,0,2,0,2,100,0
3,1,0,3,0,2,5691.45068359375,1,0,1,1,0,6,0,8,5,9,100,0
3,0,0,2,1,2,7543.3974609375,0,0,1,1,0,9,0,2,0,0,1,0
1,1,0,1,0,1,6293.48046875,0,1,0,0,0,12,0,0,0,3,2,1
1,0,0,1,0,1,6288.25927734375,0,1,0,1,0,8,0,0,0,0,1,1
2,1,0,1,1,2,9050.6513671875,1,0,0,1,0,10,1,2,1,1,103,0
3,0,0,1,2,2,9006.4755859375,1,1,1,1,0,11,0,2,0,5,1,0
2,0,0,1,2,2,8131.81787109375,1,0,1,1,0,9,0,2,0,1,1,0
1,1,0,0,0,1,4299.52880859375,0,1,0,0,0,13,0,0,0,0,101,1
1,0,0,1,0,0,4132.90478515625,0,1,0,1,1,11,0,0,0,0,1,1
3,0,0,1,0,1,8914.2490234375,0,1,1,1,2,21,0,1,0,0,101,0
1,0,0,1,0,0,9284.3291015625,1,1,0,1,0,7,0,2,0,0,1,0
2,0,0,2,0,0,7556.5986328125,0,1,0,1,1,8,0,2,0,2,3,0
0,1,0,0,0,1,-476.8746643066406,0,1,0,1,2,8,0,0,0,0,2,0
1,0,0,1,0,0,2984.445068359375,1,1,1,1,0,11,0,1,0,1,1,0
1,1,0,1,2,2,8511.77734375,1,0,1,1,0,12,0,2,0,5,1,0
0,0,0,0,1,1,9186.0029296875,1,0,0,0,0,16,1,0,0,0,103,0
0,0,0,0,2,2,8955.666015625,1,0,1,0,0,8,1,0,0,0,103,0
3,0,0,2,2,2,8495.3134765625,1,0,1,1,2,6,0,2,0,0,100,0
0,0,0,0,0,2,4492.0517578125,1,1,0,1,0,12,0,0,0,0,2,1
1,1,0,1,0,2,1740.8609619140625,0,0,1,1,0,12,0,1,0,3,3,0
1,0,0,1,0,1,8962.517578125,1,0,0,0,2,13,0,3,1,1,101,0
0,0,0,1,0,1,6283.05615234375,1,1,0,0,0,13,1,0,0,0,103,0
1,0,0,1,2,2,8121.3466796875,0,1,0,0,2,6,0,2,1,0,101,0
2,1,0,2,0,2,8358.404296875,1,1,0,1,0,8,0,2,0,4,3,0
2,1,0,0,0,0,8472.1328125,1,1,1,1,0,8,0,2,0,0,1,0
3,1,0,0,2,2,5508.5732421875,1,1,0,1,2,9,0,0,0,0,2,1
2,1,0,2,0,2,7352.64697265625,1,1,1,1,0,8,0,5,1,3,100,0
1,0,0,1,2,0,3647.839111328125,1,0,0,0,0,16,0,0,0,5,101,0
1,1,0,0,0,1,9368.556640625,1,0,0,0,0,12,0,0,0,1,2,0
0,0,0,0,0,0,3485.462890625,0,1,0,0,0,16,1,0,0,0,103,1
1,0,0,1,1,1,2739.83154296875,0,1,0,0,0,21,0,1,0,1,101,0
2,0,0,2,0,1,3395.89892578125,0,1,1,1,0,8,0,2,0,4,3,0
2,1,0,0,0,0,6666.49462890625,1,0,1,1,2,21,0,6,0,2,100,0
3,1,0,3,2,1,3717.842529296875,1,1,1,1,0,8,0,2,0,7,3,0
0,0,1,0,0,1,2811.387451171875,1,1,0,0,0,12,0,0,0,0,102,1
0,0,0,0,0,3,3734.0595703125,1,1,0,0,0,11,1,0,0,0,103,1
3,1,0,3,2,2,8357.2548828125,1,1,1,1,0,7,0,3,0,3,100,0
2,0,0,0,0,0,8302.693359375,0,0,1,1,1,6,0,0,0,0,1,0
1,1,0,1,0,2,3509.81298828125,1,1,0,1,0,8,0,2,0,3,3,0
0,1,0,0,0,1,1386.752685546875,1,1,0,1,0,12,0,0,0,0,1,0
1,0,0,1,0,2,3292.642822265625,0,1,1,1,0,12,0,1,0,4,1,0
2,1,0,1,0,2,8431.203125,1,0,1,1,0,5,1,2,0,2,103,0
1,0,0,1,0,1,9249.359375,0,1,0,0,0,13,0,0,0,1,2,1
2,0,0,2,0,2,8473.103515625,1,0,1,1,2,5,0,2,0,0,1,0
1,1,0,1,0,1,9005.40625,0,1,1,1,2,8,0,3,1,2,101,0
2,0,0,0,1,2,9239.1513671875,1,0,0,1,0,10,1,3,0,2,103,0
1,1,0,1,0,0,9125.716796875,1,0,1,1,0,10,0,2,0,1,1,0
2,0,0,2,0,2,9222.705078125,1,1,0,1,0,11,0,2,0,3,3,0
1,1,0,1,0,0,2783.22412109375,1,1,0,0,0,13,0,1,0,1,1,0
0,0,0,0,0,1,9257.2470703125,1,0,0,0,0,17,1,0,0,0,103,0
1,1,0,1,0,2,9065.2109375,1,0,1,1,0,11,0,1,2,1,100,0
0,0,0,0,0,1,8942.9814453125,0,1,0,0,0,21,0,0,0,0,101,1
0,0,0,0,0,0,3950.231201171875,0,1,0,0,0,12,0,0,0,0,2,1
2,1,0,2,2,0,7145.58154296875,0,1,1,1,2,8,0,5,0,3,3,0
2,0,1,1,0,0,7029.93701171875,1,1,1,1,0,12,0,1,0,0,102,0
3,1,0,3,0,2,6413.22412109375,1,0,1,1,0,7,0,2,2,5,100,0
1,0,0,0,0,2,9045.3544921875,0,1,0,0,0,16,1,0,0,0,103,0
2,1,0,1,2,2,8191.896484375,1,0,1,1,0,8,1,3,0,7,103,0
1,1,0,1,0,2,9065.3056640625,1,1,1,1,0,10,0,1,1,1,100,0
2,0,0,3,0,2,8860.7392578125,0,1,1,1,1,8,0,4,0,4,3,0
1,1,0,1,0,0,9281.3154296875,1,1,0,0,0,13,0,0,0,0,1,0
2,1,0,0,2,2,5763.46240234375,0,0,0,0,0,7,0,2,0,3,100,1
1,0,0,1,0,0,4334.505859375,1,1,0,1,0,14,0,2,0,2,1,0
1,0,0,1,1,3,637.7131958007812,0,1,1,1,2,8,0,0,0,0,1,0
0,0,0,0,0,2,9122.326171875,0,0,0,0,0,17,0,0,0,0,2,1
0,1,0,0,1,1,6869.1220703125,0,1,0,0,0,13,0,0,0,0,2,1
2,1,0,1,0,2,5352.24755859375,1,0,1,1,2,8,0,2,2,1,100,1
2,1,0,1,0,2,8261.5205078125,1,0,1,1,0,6,0,2,2,2,100,0
3,0,0,3,2,2,6757.02978515625,1,1,0,1,0,9,0,2,0,4,3,0
1,0,0,0,2,2,9155.3427734375,0,1,0,1,0,9,0,0,0,0,2,1
1,0,0,0,0,0,8027.2802734375,1,1,1,1,0,8,0,0,0,0,2,0
0,1,0,0,0,3,2235.147216796875,0,1,0,1,2,10,0,0,0,0,2,1
1,0,0,0,0,1,9189.412109375,0,1,0,0,0,16,1,2,0,0,103,0
0,1,0,1,0,0,9356.150390625,0,0,0,0,0,10,1,1,0,2,103,0
0,0,0,0,1,1,344.05755615234375,0,0,0,0,0,16,1,0,0,0,103,0
0,0,0,0,0,1,8996.3681640625,0,1,0,0,2,14,0,0,0,0,2,1
0,0,1,0,0,1,2784.82763671875,0,1,0,0,0,16,0,0,0,0,102,0
2,0,0,2,2,2,3215.381591796875,1,0,1,1,1,7,0,2,0,5,3,0
1,0,0,1,1,2,8025.79150390625,1,0,1,0,0,9,1,2,0,0,103,0
0,0,0,0,0,1,9039.1982421875,0,1,0,1,0,17,0,0,0,0,101,0
0,1,0,0,0,1,844.7765502929688,0,1,0,0,2,12,0,0,0,0,2,1
1,0,0,0,0,1,3649.939453125,1,1,0,0,0,12,0,0,0,0,2,0
3,0,0,3,0,1,2649.65478515625,0,1,1,1,0,8,0,3,0,6,100,0
1,0,0,1,0,0,8250.49609375,0,1,1,0,0,11,0,3,0,1,1,0
2,1,0,2,0,2,8472.3642578125,1,1,1,1,0,6,0,2,0,1,3,0
2,0,0,1,0,2,8732.5205078125,1,1,1,1,0,8,0,1,0,2,1,0
3,0,0,2,2,2,7342.27880859375,1,0,0,1,0,12,0,3,0,5,3,0
2,0,0,0,0,0,8647.669921875,1,1,1,1,2,8,0,0,0,0,2,1
3,0,0,2,0,2,8125.7431640625,0,0,1,1,2,5,0,1,0,3,100,0
1,1,0,1,0,1,9037.8515625,0,1,0,1,2,13,0,3,1,0,101,0
3,1,0,3,2,2,6925.27734375,1,0,1,1,2,7,0,3,1,3,100,0
2,0,0,1,0,0,9222.3818359375,0,0,1,1,0,8,1,1,0,0,103,0
0,0,0,0,0,2,8943.115234375,0,1,0,0,2,15,1,0,0,0,103,1
1,1,0,1,0,0,7741.640625,1,0,1,1,2,11,0,3,0,2,1,0
2,0,0,2,0,2,3831.240478515625,0,1,1,1,1,8,0,4,0,2,3,0
0,0,0,0,1,1,7391.70703125,1,0,0,0,0,16,1,0,0,0,103,0
1,1,0,1,2,2,6856.19482421875,1,0,1,1,2,8,1,1,0,1,103,0
3,0,0,0,0,2,9378.2109375,0,1,1,1,0,21,0,1,0,0,101,0
0,1,0,0,0,1,641.0916137695312,0,1,0,1,2,8,0,0,0,0,2,1
1,0,0,0,0,1,5569.69384765625,1,1,0,0,0,14,0,0,0,1,2,1
0,1,0,0,1,0,6051.25830078125,0,1,0,0,0,16,0,0,0,0,2,1
0,1,0,0,0,1,1546.7393798828125,0,1,0,0,0,8,1,0,0,1,103,1
3,0,0,2,1,2,9102.7509765625,1,0,0,1,0,11,1,2,0,6,103,0
1,1,0,1,0,0,9201.953125,0,0,0,0,0,11,0,1,1,1,101,0
2,0,0,1,2,2,6199.70947265625,1,1,1,0,3,9,0,2,0,0,1,1
2,1,0,3,0,2,6184.9443359375,1,1,1,1,2,7,0,6,2,3,100,0
1,1,0,1,0,2,7105.20458984375,0,1,1,0,2,8,1,1,2,2,100,1
3,0,0,3,0,2,8435.423828125,1,0,1,1,0,8,1,1,0,1,103,0
0,0,1,0,0,0,5506.2841796875,0,0,0,1,2,12,0,0,0,0,102,0
0,0,0,0,0,2,9258.287109375,1,1,1,1,1,9,0,0,0,0,2,1
0,0,0,0,0,1,9163.9501953125,1,1,0,0,2,14,0,0,0,0,2,1
3,1,0,2,0,2,5473.01171875,1,0,0,1,2,11,0,3,1,1,100,0
0,0,0,0,0,0,5762.005859375,1,1,0,1,0,8,0,0,0,0,1,0
2,0,0,1,1,1,8766.703125,0,0,1,0,0,21,0,2,0,1,101,0
2,0,0,2,1,3,1507.901611328125,1,1,1,1,1,8,0,2,0,0,1,0
0,0,0,0,0,1,9433.4453125,1,0,0,0,0,16,1,0,0,0,103,0
1,0,0,1,0,1,816.9119262695312,1,1,0,0,0,13,0,3,0,1,1,0
0,1,0,0,0,1,988.311767578125,0,1,0,0,0,12,0,0,0,0,2,1
2,1,0,2,2,2,7993.94873046875,1,0,1,1,0,6,0,5,0,4,3,0
1,0,0,0,2,2,8988.5146484375,1,0,1,1,0,8,1,0,0,0,103,0
1,0,0,1,0,0,6330.96875,0,0,1,1,0,11,0,2,0,3,1,0
2,0,0,1,2,0,6670.83935546875,1,1,1,1,0,11,0,2,0,1,3,0
2,0,0,1,1,2,6779.02587890625,1,0,0,0,0,16,1,2,0,7,103,0
0,0,0,0,0,1,1191.800048828125,1,1,0,0,0,21,0,0,0,0,101,0
0,1,0,0,0,1,6798.5517578125,1,1,0,0,0,8,0,0,0,1,2,1
2,1,0,2,0,0,3388.230224609375,1,1,0,1,0,8,0,2,2,2,100,0
3,1,0,3,0,0,2947.63330078125,1,1,1,1,0,8,0,2,2,3,100,0
1,1,0,1,1,1,2743.03564453125,0,0,1,0,0,8,0,2,0,1,1,0
2,1,0,2,0,0,5426.310546875,0,0,1,1,0,8,0,2,0,2,3,0
2,0,0,2,2,2,8228.7158203125,1,0,1,1,1,7,0,2,0,0,3,0
1,1,0,1,2,2,8208.1123046875,1,0,1,1,0,13,1,1,1,1,103,0
2,1,0,1,0,2,9286.9990234375,1,0,1,1,0,11,0,1,0,7,3,0
2,1,0,1,0,2,4085.86376953125,0,0,1,1,0,11,1,2,1,7,103,0
0,1,0,0,0,2,9287.3740234375,0,0,0,0,0,17,0,0,0,0,2,1
3,1,0,1,2,2,8787.12109375,1,0,1,1,0,12,0,2,0,3,1,0
1,0,0,1,0,1,78.83878326416016,0,1,0,1,2,21,0,3,0,1,100,1
3,1,0,3,1,1,2311.778564453125,0,0,1,1,1,8,0,4,0,1,3,0
1,0,0,0,0,1,9320.154296875,1,0,0,1,2,21,0,0,0,0,101,0
0,0,0,0,1,1,462.740234375,0,1,0,0,2,9,0,0,3,0,100,0
1,0,0,0,0,0,4274.77001953125,0,1,0,0,2,13,0,0,0,0,2,1
